Day-Month,Hour,Average Day-ahead Price (EUR/MWh)
03-26,7,115.44
03-26,8,121.42666666666668
03-26,9,126.78333333333335
03-26,10,93.38
03-26,11,82.75
03-26,12,42.71
03-26,13,29.46333333333334
03-26,14,28.80666666666667
03-26,15,34.43
03-26,16,75.77333333333333
03-26,17,107.14333333333333
03-26,18,138.73666666666665
03-26,19,161.71666666666667
03-26,20,170.13333333333333
03-26,21,154.21
03-26,22,143.93666666666667
03-26,23,139.58666666666667
03-26,24,133.10333333333332
03-27,1,129.78333333333333
03-27,2,123.57666666666667
03-27,3,72.38
03-27,4,117.86666666666667
03-27,5,117.92333333333333
03-27,6,120.73333333333333
03-27,7,134.6966666666667
03-27,8,146.59666666666666
03-27,9,147.76333333333335
03-27,10,122.46666666666665
03-27,11,109.68666666666667
03-27,12,100.42
03-27,13,66.74333333333333
03-27,14,49.81333333333333
03-27,15,43.13333333333333
03-27,16,47.98
03-27,17,72.53
03-27,18,117.75
03-27,19,146.94
03-27,20,167.59666666666666
03-27,21,187.32666666666668
03-27,22,161.38333333333333
03-27,23,145.45333333333335
03-27,24,129.26666666666668
03-28,1,122.22000000000001
03-28,2,120.59333333333332
03-28,3,116.36666666666666
03-28,4,115.66000000000001
03-28,5,115.30333333333333
03-28,6,121.79333333333334
03-28,7,157.9933333333333
03-28,8,178.70666666666668
03-28,9,160.93333333333334
03-28,10,126.93
03-28,11,113.54666666666667
03-28,12,115.41666666666667
03-28,13,97.24333333333333
03-28,14,91.65333333333332
03-28,15,92.36666666666667
03-28,16,96.61333333333334
03-28,17,103.99666666666667
03-28,18,114.17333333333333
03-28,19,153.62
03-28,20,177.89666666666668
03-28,21,147.12
03-28,22,131.96333333333334
03-28,23,119.19666666666666
03-28,24,111.08
03-29,1,110.25666666666667
03-29,2,108.48666666666666
03-29,3,105.25666666666666
03-29,4,106.09333333333335
03-29,5,106.54333333333334
03-29,6,112.93
03-29,7,115.65333333333335
03-29,8,151.34333333333333
03-29,9,175.42999999999998
03-29,10,169.22333333333333
03-29,11,139.26333333333332
03-29,12,137.91666666666666
03-29,13,111.39
03-29,14,107.07333333333332
03-29,15,109.94333333333333
03-29,16,109.01333333333334
03-29,17,123.29
03-29,18,149.25333333333333
03-29,19,170.93666666666664
03-29,20,177.59666666666666
03-29,21,160.54
03-29,22,147.94
03-29,23,132.36666666666667
03-29,24,118.8
03-30,1,124.61666666666667
03-30,2,116.77999999999999
03-30,3,124.63
03-30,4,124.55
03-30,5,131.41333333333333
03-30,6,127.95
03-30,7,147.17666666666665
03-30,8,165.76666666666668
03-30,9,168.73333333333332
03-30,10,151.35
03-30,11,119.60333333333334
03-30,12,108.95
03-30,13,105.59666666666668
03-30,14,83.38666666666667
03-30,15,76.86999999999999
03-30,16,88.49666666666667
03-30,17,109.91000000000001
03-30,18,140.48333333333332
03-30,19,164.51666666666665
03-30,20,186.5566666666667
03-30,21,160.32333333333335
03-30,22,139.46333333333334
03-30,23,140.29
03-30,24,128.96666666666667
03-31,1,115.86666666666667
03-31,2,114.58666666666666
03-31,3,128.6
03-31,4,105.2
03-31,5,126.82666666666667
03-31,6,121.86666666666667
03-31,7,142.59666666666666
03-31,8,163.13
03-31,9,173.28333333333333
03-31,10,160.79666666666665
03-31,11,139.60999999999999
03-31,12,149.41666666666666
03-31,13,136.80999999999997
03-31,14,126.58333333333333
03-31,15,125.42333333333333
03-31,16,124.0
03-31,17,124.56333333333333
03-31,18,137.34333333333333
03-31,19,164.72666666666666
03-31,20,169.19
03-31,21,144.49666666666667
03-31,22,133.54333333333332
03-31,23,127.75999999999999
03-31,24,109.96333333333332
04-01,1,102.16000000000001
04-01,2,88.39333333333333
04-01,3,86.28000000000002
04-01,4,82.84333333333333
04-01,5,83.85666666666667
04-01,6,97.45
04-01,7,105.75
04-01,8,117.05333333333334
04-01,9,144.78333333333333
04-01,10,132.49666666666667
04-01,11,114.38666666666667
04-01,12,104.58
04-01,13,100.23
04-01,14,71.61333333333333
04-01,15,63.44333333333333
04-01,16,60.93666666666667
04-01,17,73.33
04-01,18,91.49666666666667
04-01,19,118.89
04-01,20,144.54999999999998
04-01,21,163.58
04-01,22,137.70666666666668
04-01,23,137.59
04-01,24,132.83666666666667
04-02,1,118.24333333333334
04-02,2,111.27666666666666
04-02,3,108.67333333333333
04-02,4,115.16666666666667
04-02,5,96.01666666666667
04-02,6,116.44333333333334
04-02,7,138.56333333333333
04-02,8,153.33666666666667
04-02,9,139.27666666666667
04-02,10,108.70333333333333
04-02,11,79.96
04-02,12,71.71666666666667
04-02,13,50.586666666666666
04-02,14,34.67333333333334
04-02,15,29.043333333333337
04-02,16,38.663333333333334
04-02,17,55.67000000000001
04-02,18,84.82333333333334
04-02,19,133.57
04-02,20,170.32666666666668
04-02,21,170.59333333333333
04-02,22,167.92999999999998
04-02,23,187.30333333333337
04-02,24,143.85
04-03,1,144.28333333333333
04-03,2,137.34333333333333
04-03,3,133.74333333333334
04-03,4,132.50333333333333
04-03,5,143.77333333333334
04-03,6,151.63333333333335
04-03,7,167.48999999999998
04-03,8,190.73666666666668
04-03,9,174.84
04-03,10,174.14666666666668
04-03,11,133.94
04-03,12,120.17666666666666
04-03,13,115.26333333333334
04-03,14,100.23
04-03,15,105.24333333333334
04-03,16,102.79
04-03,17,109.30666666666666
04-03,18,145.78
04-03,19,154.25666666666666
04-03,20,193.5666666666667
04-03,21,205.51333333333332
04-03,22,166.46666666666667
04-03,23,140.75333333333333
04-03,24,121.28333333333335
04-04,1,114.49333333333334
04-04,2,102.71333333333332
04-04,3,91.93666666666667
04-04,4,90.25999999999999
04-04,5,85.51333333333332
04-04,6,93.22666666666667
04-04,7,120.99333333333333
04-04,8,148.67999999999998
04-04,9,173.51333333333332
04-04,10,176.35333333333335
04-04,11,152.98666666666668
04-04,12,143.39333333333335
04-04,13,133.67
04-04,14,123.39333333333333
04-04,15,119.15333333333332
04-04,16,110.99333333333334
04-04,17,135.84333333333333
04-04,18,150.51666666666668
04-04,19,162.0
04-04,20,177.86666666666667
04-04,21,178.90666666666667
04-04,22,163.88
04-04,23,152.96333333333334
04-04,24,121.78333333333335
04-05,1,130.10999999999999
04-05,2,122.73
04-05,3,116.49333333333334
04-05,4,115.18333333333334
04-05,5,126.39
04-05,6,136.26333333333332
04-05,7,156.14000000000001
04-05,8,188.90333333333334
04-05,9,186.91666666666666
04-05,10,171.32333333333335
04-05,11,158.26666666666668
04-05,12,135.86333333333332
04-05,13,130.38333333333333
04-05,14,112.82000000000001
04-05,15,99.87333333333333
04-05,16,103.45333333333333
04-05,17,110.69666666666667
04-05,18,134.5666666666667
04-05,19,161.84666666666666
04-05,20,189.29666666666665
04-05,21,172.71
04-05,22,157.29
04-05,23,141.22333333333333
04-05,24,109.77666666666666
04-06,1,125.91666666666667
04-06,2,111.43666666666667
04-06,3,108.82000000000001
04-06,4,105.03333333333335
04-06,5,100.98
04-06,6,107.68666666666667
04-06,7,123.02333333333333
04-06,8,140.07333333333335
04-06,9,135.64333333333335
04-06,10,113.19333333333334
04-06,11,97.05
04-06,12,91.64
04-06,13,75.55666666666667
04-06,14,50.80666666666667
04-06,15,52.96333333333334
04-06,16,78.86999999999999
04-06,17,89.53000000000002
04-06,18,114.46
04-06,19,138.60666666666665
04-06,20,153.17666666666665
04-06,21,153.10333333333332
04-06,22,146.94
04-06,23,130.93
04-06,24,94.00666666666666
04-07,1,113.98
04-07,2,96.74
04-07,3,92.99333333333334
04-07,4,89.56666666666666
04-07,5,86.37333333333333
04-07,6,92.79
04-07,7,95.06
04-07,8,120.66666666666667
04-07,9,142.78
04-07,10,141.33
04-07,11,130.35333333333332
04-07,12,110.22333333333331
04-07,13,86.57000000000001
04-07,14,70.2
04-07,15,42.78333333333334
04-07,16,58.10666666666666
04-07,17,86.71333333333332
04-07,18,103.54
04-07,19,141.4
04-07,20,166.59333333333333
04-07,21,183.47
04-07,22,168.57000000000002
04-07,23,157.87666666666667
04-07,24,130.91666666666666
04-08,1,121.47666666666667
04-08,2,112.83
04-08,3,112.60333333333334
04-08,4,116.54333333333334
04-08,5,116.97333333333334
04-08,6,134.54666666666665
04-08,7,151.88333333333333
04-08,8,187.10999999999999
04-08,9,186.39
04-08,10,173.03333333333333
04-08,11,142.62
04-08,12,131.12333333333333
04-08,13,125.10000000000001
04-08,14,122.33333333333333
04-08,15,119.29666666666667
04-08,16,126.46333333333332
04-08,17,117.36333333333334
04-08,18,127.26333333333334
04-08,19,150.75666666666666
04-08,20,180.02666666666664
04-08,21,174.60333333333335
04-08,22,158.89666666666668
04-08,23,152.84333333333333
04-08,24,150.63
04-09,1,143.13333333333333
04-09,2,127.17
04-09,3,127.46
04-09,4,131.70333333333335
04-09,5,128.56
04-09,6,131.98
04-09,7,138.73
04-09,8,149.41
04-09,9,162.1
04-09,10,121.66000000000001
04-09,11,98.93666666666667
04-09,12,59.623333333333335
04-09,13,38.24666666666666
04-09,14,22.276666666666667
04-09,15,20.023333333333333
04-09,16,18.633333333333333
04-09,17,71.06666666666666
04-09,18,99.14333333333333
04-09,19,140.73333333333332
04-09,20,149.96
04-09,21,166.12666666666667
04-09,22,174.30999999999997
04-09,23,150.90666666666667
04-09,24,145.14000000000001
04-10,1,137.00333333333333
04-10,2,108.98333333333333
04-10,3,115.71999999999998
04-10,4,110.26333333333334
04-10,5,108.23333333333333
04-10,6,116.58666666666666
04-10,7,126.25
04-10,8,132.69333333333336
04-10,9,131.29666666666665
04-10,10,106.34999999999998
04-10,11,80.38
04-10,12,32.696666666666665
04-10,13,7.836666666666667
04-10,14,0.3966666666666665
04-10,15,-2.4133333333333336
04-10,16,18.349999999999998
04-10,17,50.586666666666666
04-10,18,101.30666666666667
04-10,19,134.65
04-10,20,164.85333333333335
04-10,21,173.24666666666667
04-10,22,144.02666666666667
04-10,23,129.66333333333333
04-10,24,111.46666666666665
04-11,1,112.62
04-11,2,91.54333333333334
04-11,3,85.84666666666668
04-11,4,73.69333333333334
04-11,5,69.87666666666668
04-11,6,94.48333333333333
04-11,7,141.73333333333335
04-11,8,161.38
04-11,9,153.49666666666667
04-11,10,139.93333333333334
04-11,11,113.55666666666666
04-11,12,89.91333333333334
04-11,13,82.25
04-11,14,79.28
04-11,15,78.34333333333332
04-11,16,84.25666666666667
04-11,17,86.15666666666668
04-11,18,129.21333333333334
04-11,19,164.94
04-11,20,197.9366666666667
04-11,21,191.85
04-11,22,166.75
04-11,23,152.66666666666666
04-11,24,130.38333333333333
04-12,1,120.89999999999999
04-12,2,112.08666666666666
04-12,3,103.28000000000002
04-12,4,96.11333333333334
04-12,5,96.84666666666668
04-12,6,111.94333333333334
04-12,7,137.31666666666666
04-12,8,161.04666666666665
04-12,9,160.91333333333333
04-12,10,142.47
04-12,11,114.88999999999999
04-12,12,100.90666666666665
04-12,13,78.90666666666667
04-12,14,69.09333333333333
04-12,15,62.53666666666667
04-12,16,70.06
04-12,17,80.08
04-12,18,126.81666666666666
04-12,19,143.21333333333334
04-12,20,164.60333333333332
04-12,21,182.36
04-12,22,162.71666666666667
04-12,23,147.34333333333333
04-12,24,136.85
04-13,1,138.93
04-13,2,120.96666666666665
04-13,3,111.25333333333333
04-13,4,102.75666666666666
04-13,5,94.29666666666667
04-13,6,106.3
04-13,7,126.51666666666667
04-13,8,136.92333333333332
04-13,9,139.52666666666667
04-13,10,122.81333333333333
04-13,11,108.59333333333335
04-13,12,84.32000000000001
04-13,13,61.31333333333333
04-13,14,32.666666666666664
04-13,15,32.06666666666667
04-13,16,32.03
04-13,17,60.14333333333334
04-13,18,116.39999999999999
04-13,19,142.55666666666664
04-13,20,166.68333333333334
04-13,21,171.88666666666666
04-13,22,152.85666666666665
04-13,23,134.79333333333332
04-13,24,119.84666666666665
04-14,1,116.99333333333334
04-14,2,107.17666666666666
04-14,3,105.87333333333333
04-14,4,104.03666666666668
04-14,5,105.23666666666666
04-14,6,112.62
04-14,7,137.20000000000002
04-14,8,152.35666666666665
04-14,9,155.49333333333334
04-14,10,134.24
04-14,11,107.12333333333333
04-14,12,103.02333333333333
04-14,13,88.13333333333334
04-14,14,78.75333333333333
04-14,15,78.74333333333333
04-14,16,82.11333333333334
04-14,17,97.81333333333333
04-14,18,109.25666666666667
04-14,19,154.26666666666668
04-14,20,175.01999999999998
04-14,21,186.12666666666667
04-14,22,180.3133333333333
04-14,23,161.85666666666665
04-14,24,143.53
04-15,1,140.25333333333333
04-15,2,134.63333333333333
04-15,3,131.09333333333333
04-15,4,128.91
04-15,5,122.33333333333333
04-15,6,126.43
04-15,7,136.54666666666665
04-15,8,158.51666666666665
04-15,9,151.63
04-15,10,140.3033333333333
04-15,11,113.41333333333334
04-15,12,110.61
04-15,13,102.33666666666666
04-15,14,71.46333333333334
04-15,15,57.15
04-15,16,73.75333333333334
04-15,17,78.09666666666666
04-15,18,107.19666666666666
04-15,19,125.12333333333333
04-15,20,145.75333333333333
04-15,21,148.46333333333334
04-15,22,153.13
04-15,23,142.85333333333332
04-15,24,126.67333333333333
04-16,1,101.38
04-16,2,95.62666666666667
04-16,3,93.65666666666665
04-16,4,91.76666666666667
04-16,5,100.03666666666665
04-16,6,104.56666666666666
04-16,7,114.69
04-16,8,121.39333333333333
04-16,9,124.76333333333334
04-16,10,117.37
04-16,11,102.79666666666668
04-16,12,90.42666666666666
04-16,13,70.68333333333334
04-16,14,52.26
04-16,15,51.666666666666664
04-16,16,58.18
04-16,17,71.19
04-16,18,94.41333333333334
04-16,19,124.56666666666666
04-16,20,141.98666666666668
04-16,21,153.74333333333334
04-16,22,143.72666666666666
04-16,23,131.97
04-16,24,125.44333333333333
04-17,1,119.90666666666668
04-17,2,111.64999999999999
04-17,3,110.79333333333334
04-17,4,105.29333333333334
04-17,5,108.42333333333333
04-17,6,112.40333333333335
04-17,7,131.79333333333332
04-17,8,159.01999999999998
04-17,9,161.61333333333334
04-17,10,122.41333333333334
04-17,11,98.47666666666669
04-17,12,75.71666666666667
04-17,13,60.98
04-17,14,53.81666666666666
04-17,15,55.54333333333333
04-17,16,55.56
04-17,17,63.919999999999995
04-17,18,82.39666666666666
04-17,19,127.85333333333334
04-17,20,157.05333333333334
04-17,21,168.07333333333335
04-17,22,152.93666666666667
04-17,23,131.10666666666665
04-17,24,118.34666666666665
04-18,1,97.68
04-18,2,90.16333333333334
04-18,3,91.21
04-18,4,90.01666666666667
04-18,5,91.80333333333333
04-18,6,95.09333333333332
04-18,7,123.13666666666666
04-18,8,146.77
04-18,9,142.01333333333332
04-18,10,127.40666666666668
04-18,11,96.79333333333334
04-18,12,84.67333333333333
04-18,13,73.85666666666667
04-18,14,70.68666666666667
04-18,15,62.413333333333334
04-18,16,67.35000000000001
04-18,17,75.88666666666667
04-18,18,98.83999999999999
04-18,19,130.69333333333333
04-18,20,165.33333333333334
04-18,21,173.17999999999998
04-18,22,163.4
04-18,23,138.97333333333333
04-18,24,126.08666666666666
04-19,1,125.48666666666668
04-19,2,115.50999999999999
04-19,3,112.68666666666667
04-19,4,111.59666666666665
04-19,5,111.75333333333333
04-19,6,117.67
04-19,7,146.45666666666668
04-19,8,166.70333333333335
04-19,9,169.47666666666666
04-19,10,142.70333333333335
04-19,11,117.66666666666667
04-19,12,81.58
04-19,13,39.47
04-19,14,-2.1299999999999955
04-19,15,-11.869999999999997
04-19,16,2.853333333333332
04-19,17,43.96333333333333
04-19,18,102.42666666666668
04-19,19,125.2
04-19,20,140.45666666666668
04-19,21,144.04333333333332
04-19,22,136.58333333333334
04-19,23,124.25666666666666
04-19,24,115.81
04-20,1,116.75999999999999
04-20,2,113.46333333333332
04-20,3,111.87666666666667
04-20,4,111.63333333333333
04-20,5,113.40333333333332
04-20,6,120.75
04-20,7,138.96666666666667
04-20,8,153.5
04-20,9,153.1
04-20,10,133.02
04-20,11,114.08
04-20,12,105.67666666666668
04-20,13,87.81
04-20,14,80.78666666666668
04-20,15,77.15
04-20,16,83.83
04-20,17,97.62666666666667
04-20,18,116.08
04-20,19,138.56
04-20,20,156.92666666666665
04-20,21,162.74333333333334
04-20,22,155.08666666666667
04-20,23,143.03666666666666
04-20,24,133.44333333333333
04-21,1,125.10000000000001
04-21,2,115.00333333333333
04-21,3,116.56333333333333
04-21,4,113.77333333333333
04-21,5,112.32666666666667
04-21,6,120.63666666666666
04-21,7,135.13333333333333
04-21,8,149.72
04-21,9,148.96
04-21,10,129.87666666666667
04-21,11,112.67
04-21,12,84.69666666666667
04-21,13,69.11999999999999
04-21,14,68.4
04-21,15,67.89666666666666
04-21,16,71.31
04-21,17,84.63666666666667
04-21,18,108.75999999999999
04-21,19,129.98
04-21,20,149.62666666666667
04-21,21,154.27333333333334
04-21,22,151.39333333333332
04-21,23,136.40666666666667
04-21,24,130.78666666666666
04-22,1,128.56
04-22,2,120.23666666666668
04-22,3,120.59666666666665
04-22,4,117.58666666666666
04-22,5,115.75333333333333
04-22,6,123.55666666666667
04-22,7,140.60999999999999
04-22,8,159.43666666666664
04-22,9,159.4
04-22,10,134.70000000000002
04-22,11,116.89333333333333
04-22,12,91.57
04-22,13,81.37
04-22,14,63.080000000000005
04-22,15,78.06
04-22,16,78.40666666666667
04-22,17,93.82000000000001
04-22,18,114.21999999999998
04-22,19,133.98666666666668
04-22,20,159.22666666666666
04-22,21,165.18666666666667
04-22,22,154.60666666666665
04-22,23,139.55666666666667
04-22,24,125.66333333333334
04-23,1,131.46333333333334
04-23,2,123.28333333333335
04-23,3,119.85666666666667
04-23,4,112.24000000000001
04-23,5,100.96333333333332
04-23,6,102.79
04-23,7,116.70333333333333
04-23,8,141.37
04-23,9,130.85999999999999
04-23,10,89.58666666666666
04-23,11,52.71666666666667
