MMDD,HH,2022,2023,2024,Average
0413,11,91.0,111.0,207.0,136.33333333333334
0413,12,58.0,108.0,232.0,132.66666666666666
0413,13,99.0,165.0,244.0,169.33333333333334
0413,14,141.0,207.0,211.0,186.33333333333334
0413,15,117.0,175.0,182.0,158.0
0413,16,60.0,132.0,121.0,104.33333333333333
0413,17,28.0,86.0,69.0,61.0
0413,18,13.0,41.0,30.0,28.0
0413,19,3.0,4.0,3.0,3.3333333333333335
0413,20,0.0,0.0,0.0,0.0
0413,21,0.0,0.0,0.0,0.0
0413,22,0.0,0.0,0.0,0.0
0413,23,0.0,0.0,0.0,0.0
0413,24,0.0,0.0,0.0,0.0
0414,1,0.0,0.0,0.0,0.0
0414,2,0.0,0.0,0.0,0.0
0414,3,0.0,0.0,0.0,0.0
0414,4,0.0,0.0,0.0,0.0
0414,5,1.0,1.0,0.0,0.6666666666666666
0414,6,23.0,26.0,9.0,19.333333333333332
0414,7,73.0,82.0,38.0,64.33333333333333
0414,8,99.0,142.0,91.0,110.66666666666667
0414,9,185.0,196.0,117.0,166.0
0414,10,225.0,232.0,226.0,227.66666666666666
0414,11,195.0,246.0,218.0,219.66666666666666
0414,12,176.0,249.0,245.0,223.33333333333334
0414,13,192.0,234.0,228.0,218.0
0414,14,180.0,264.0,232.0,225.33333333333334
0414,15,192.0,219.0,140.0,183.66666666666666
0414,16,146.0,84.0,112.0,114.0
0414,17,101.0,77.0,64.0,80.66666666666667
0414,18,55.0,22.0,21.0,32.666666666666664
0414,19,4.0,1.0,2.0,2.3333333333333335
0414,20,0.0,0.0,0.0,0.0
0414,21,0.0,0.0,0.0,0.0
0414,22,0.0,0.0,0.0,0.0
0414,23,0.0,0.0,0.0,0.0
0414,24,0.0,0.0,0.0,0.0
0415,1,0.0,0.0,0.0,0.0
0415,2,0.0,0.0,0.0,0.0
0415,3,0.0,0.0,0.0,0.0
0415,4,0.0,0.0,0.0,0.0
0415,5,1.0,1.0,0.0,0.6666666666666666
0415,6,13.0,15.0,16.0,14.666666666666666
0415,7,37.0,63.0,82.0,60.666666666666664
0415,8,91.0,136.0,66.0,97.66666666666667
0415,9,127.0,197.0,75.0,133.0
0415,10,165.0,198.0,65.0,142.66666666666666
0415,11,187.0,236.0,49.0,157.33333333333334
0415,12,186.0,251.0,36.0,157.66666666666666
0415,13,150.0,239.0,42.0,143.66666666666666
0415,14,138.0,157.0,29.0,108.0
0415,15,94.0,74.0,104.0,90.66666666666667
0415,16,71.0,55.0,105.0,77.0
0415,17,56.0,39.0,87.0,60.666666666666664
0415,18,18.0,17.0,21.0,18.666666666666668
0415,19,2.0,3.0,1.0,2.0
0415,20,0.0,0.0,0.0,0.0
0415,21,0.0,0.0,0.0,0.0
0415,22,0.0,0.0,0.0,0.0
0415,23,0.0,0.0,0.0,0.0
0415,24,0.0,0.0,0.0,0.0
0416,1,0.0,0.0,0.0,0.0
0416,2,0.0,0.0,0.0,0.0
0416,3,0.0,0.0,0.0,0.0
0416,4,0.0,0.0,0.0,0.0
0416,5,2.0,0.0,0.0,0.6666666666666666
0416,6,28.0,2.0,7.0,12.333333333333334
0416,7,83.0,6.0,20.0,36.333333333333336
0416,8,141.0,11.0,36.0,62.666666666666664
0416,9,198.0,20.0,107.0,108.33333333333333
0416,10,223.0,23.0,201.0,149.0
0416,11,269.0,39.0,157.0,155.0
0416,12,279.0,56.0,201.0,178.66666666666666
0416,13,267.0,73.0,84.0,141.33333333333334
0416,14,249.0,67.0,74.0,130.0
0416,15,213.0,49.0,78.0,113.33333333333333
0416,16,167.0,37.0,49.0,84.33333333333333
0416,17,112.0,30.0,68.0,70.0
0416,18,48.0,7.0,43.0,32.666666666666664
0416,19,5.0,2.0,5.0,4.0
0416,20,0.0,0.0,0.0,0.0
0416,21,0.0,0.0,0.0,0.0
0416,22,0.0,0.0,0.0,0.0
0416,23,0.0,0.0,0.0,0.0
0416,24,0.0,0.0,0.0,0.0
0417,1,0.0,0.0,0.0,0.0
0417,2,0.0,0.0,0.0,0.0
0417,3,0.0,0.0,0.0,0.0
0417,4,0.0,0.0,0.0,0.0
0417,5,2.0,1.0,1.0,1.3333333333333333
0417,6,34.0,7.0,25.0,22.0
0417,7,92.0,18.0,90.0,66.66666666666667
0417,8,153.0,26.0,147.0,108.66666666666667
0417,9,208.0,79.0,120.0,135.66666666666666
0417,10,249.0,160.0,225.0,211.33333333333334
0417,11,278.0,174.0,74.0,175.33333333333334
0417,12,288.0,166.0,32.0,162.0
0417,13,280.0,206.0,151.0,212.33333333333334
0417,14,256.0,165.0,167.0,196.0
0417,15,217.0,130.0,152.0,166.33333333333334
0417,16,165.0,101.0,32.0,99.33333333333333
0417,17,107.0,94.0,100.0,100.33333333333333
0417,18,48.0,39.0,13.0,33.333333333333336
0417,19,6.0,5.0,4.0,5.0
0417,20,0.0,0.0,0.0,0.0
0417,21,0.0,0.0,0.0,0.0
0417,22,0.0,0.0,0.0,0.0
0417,23,0.0,0.0,0.0,0.0
0417,24,0.0,0.0,0.0,0.0
0418,1,0.0,0.0,0.0,0.0
0418,2,0.0,0.0,0.0,0.0
0418,3,0.0,0.0,0.0,0.0
0418,4,0.0,0.0,0.0,0.0
0418,5,2.0,1.0,2.0,1.6666666666666667
0418,6,35.0,8.0,26.0,23.0
0418,7,96.0,39.0,94.0,76.33333333333333
0418,8,157.0,69.0,147.0,124.33333333333333
0418,9,165.0,146.0,209.0,173.33333333333334
0418,10,185.0,158.0,224.0,189.0
0418,11,244.0,117.0,240.0,200.33333333333334
0418,12,242.0,145.0,125.0,170.66666666666666
0418,13,266.0,102.0,179.0,182.33333333333334
0418,14,258.0,89.0,101.0,149.33333333333334
0418,15,216.0,84.0,162.0,154.0
0418,16,161.0,142.0,107.0,136.66666666666666
0418,17,90.0,88.0,59.0,79.0
0418,18,28.0,27.0,23.0,26.0
0418,19,3.0,4.0,4.0,3.6666666666666665
0418,20,0.0,0.0,0.0,0.0
0418,21,0.0,0.0,0.0,0.0
0418,22,0.0,0.0,0.0,0.0
0418,23,0.0,0.0,0.0,0.0
0418,24,0.0,0.0,0.0,0.0
0419,1,0.0,0.0,0.0,0.0
0419,2,0.0,0.0,0.0,0.0
0419,3,0.0,0.0,0.0,0.0
0419,4,0.0,0.0,0.0,0.0
0419,5,3.0,2.0,1.0,2.0
0419,6,34.0,29.0,7.0,23.333333333333332
0419,7,86.0,89.0,18.0,64.33333333333333
0419,8,137.0,151.0,25.0,104.33333333333333
0419,9,212.0,206.0,48.0,155.33333333333334
0419,10,242.0,251.0,132.0,208.33333333333334
0419,11,265.0,278.0,164.0,235.66666666666666
0419,12,278.0,289.0,169.0,245.33333333333334
0419,13,261.0,284.0,160.0,235.0
0419,14,223.0,258.0,226.0,235.66666666666666
0419,15,185.0,217.0,125.0,175.66666666666666
0419,16,143.0,166.0,111.0,140.0
0419,17,76.0,107.0,44.0,75.66666666666667
0419,18,25.0,49.0,25.0,33.0
0419,19,5.0,7.0,3.0,5.0
0419,20,0.0,0.0,0.0,0.0
0419,21,0.0,0.0,0.0,0.0
0419,22,0.0,0.0,0.0,0.0
0419,23,0.0,0.0,0.0,0.0
0419,24,0.0,0.0,0.0,0.0
0420,1,0.0,0.0,0.0,0.0
0420,2,0.0,0.0,0.0,0.0
0420,3,0.0,0.0,0.0,0.0
0420,4,0.0,0.0,0.0,0.0
0420,5,3.0,1.0,2.0,2.0
0420,6,34.0,7.0,18.0,19.666666666666668
0420,7,90.0,24.0,55.0,56.333333333333336
0420,8,149.0,40.0,148.0,112.33333333333333
0420,9,201.0,68.0,179.0,149.33333333333334
0420,10,241.0,120.0,165.0,175.33333333333334
0420,11,269.0,135.0,196.0,200.0
0420,12,278.0,148.0,186.0,204.0
0420,13,270.0,65.0,182.0,172.33333333333334
0420,14,248.0,85.0,143.0,158.66666666666666
0420,15,211.0,89.0,129.0,143.0
0420,16,161.0,97.0,68.0,108.66666666666667
0420,17,105.0,63.0,46.0,71.33333333333333
0420,18,41.0,28.0,26.0,31.666666666666668
0420,19,5.0,9.0,5.0,6.333333333333333
0420,20,0.0,0.0,0.0,0.0
0420,21,0.0,0.0,0.0,0.0
0420,22,0.0,0.0,0.0,0.0
0420,23,0.0,0.0,0.0,0.0
0420,24,0.0,0.0,0.0,0.0
0421,1,0.0,0.0,0.0,0.0
0421,2,0.0,0.0,0.0,0.0
0421,3,0.0,0.0,0.0,0.0
0421,4,0.0,0.0,0.0,0.0
0421,5,4.0,2.0,1.0,2.3333333333333335
0421,6,35.0,14.0,10.0,19.666666666666668
0421,7,92.0,32.0,33.0,52.333333333333336
0421,8,147.0,99.0,132.0,126.0
0421,9,205.0,121.0,217.0,181.0
0421,10,246.0,122.0,242.0,203.33333333333334
0421,11,273.0,101.0,242.0,205.33333333333334
0421,12,283.0,207.0,259.0,249.66666666666666
0421,13,276.0,186.0,270.0,244.0
0421,14,250.0,146.0,224.0,206.66666666666666
0421,15,207.0,73.0,145.0,141.66666666666666
0421,16,132.0,78.0,141.0,117.0
0421,17,60.0,64.0,101.0,75.0
0421,18,31.0,31.0,33.0,31.666666666666668
0421,19,5.0,3.0,8.0,5.333333333333333
0421,20,0.0,0.0,0.0,0.0
0421,21,0.0,0.0,0.0,0.0
0421,22,0.0,0.0,0.0,0.0
0421,23,0.0,0.0,0.0,0.0
0421,24,0.0,0.0,0.0,0.0
0422,1,0.0,0.0,0.0,0.0
0422,2,0.0,0.0,0.0,0.0
0422,3,0.0,0.0,0.0,0.0
0422,4,0.0,0.0,0.0,0.0
0422,5,4.0,2.0,2.0,2.6666666666666665
0422,6,35.0,14.0,24.0,24.333333333333332
0422,7,83.0,45.0,59.0,62.333333333333336
0422,8,149.0,134.0,110.0,131.0
0422,9,200.0,192.0,143.0,178.33333333333334
0422,10,237.0,233.0,83.0,184.33333333333334
0422,11,246.0,208.0,66.0,173.33333333333334
0422,12,298.0,40.0,170.0,169.33333333333334
0422,13,271.0,26.0,190.0,162.33333333333334
0422,14,176.0,40.0,184.0,133.33333333333334
0422,15,103.0,21.0,167.0,97.0
0422,16,66.0,11.0,153.0,76.66666666666667
0422,17,30.0,24.0,107.0,53.666666666666664
0422,18,38.0,30.0,57.0,41.666666666666664
0422,19,6.0,8.0,9.0,7.666666666666667
0422,20,0.0,0.0,0.0,0.0
0422,21,0.0,0.0,0.0,0.0
0422,22,0.0,0.0,0.0,0.0
0422,23,0.0,0.0,0.0,0.0
0422,24,0.0,0.0,0.0,0.0
0423,1,0.0,0.0,0.0,0.0
0423,2,0.0,0.0,0.0,0.0
0423,3,0.0,0.0,0.0,0.0
0423,4,0.0,0.0,0.0,0.0
0423,5,3.0,3.0,4.0,3.3333333333333335
0423,6,34.0,32.0,42.0,36.0
0423,7,88.0,93.0,103.0,94.66666666666667
0423,8,147.0,155.0,171.0,157.66666666666666
0423,9,196.0,206.0,234.0,212.0
0423,10,193.0,209.0,252.0,218.0
0423,11,205.0,191.0,291.0,229.0
0423,12,213.0,180.0,285.0,226.0
0423,13,247.0,143.0,216.0,202.0
0423,14,199.0,79.0,234.0,170.66666666666666
0423,15,176.0,54.0,191.0,140.33333333333334
0423,16,116.0,26.0,63.0,68.33333333333333
0423,17,92.0,17.0,27.0,45.333333333333336
0423,18,51.0,9.0,10.0,23.333333333333332
0423,19,8.0,4.0,1.0,4.333333333333333
0423,20,0.0,0.0,0.0,0.0
0423,21,0.0,0.0,0.0,0.0
0423,22,0.0,0.0,0.0,0.0
0423,23,0.0,0.0,0.0,0.0
0423,24,0.0,0.0,0.0,0.0
0424,1,0.0,0.0,0.0,0.0
0424,2,0.0,0.0,0.0,0.0
0424,3,0.0,0.0,0.0,0.0
0424,4,0.0,0.0,0.0,0.0
0424,5,5.0,2.0,1.0,2.6666666666666665
0424,6,41.0,4.0,24.0,23.0
0424,7,97.0,6.0,81.0,61.333333333333336
0424,8,156.0,14.0,74.0,81.33333333333333
0424,9,209.0,48.0,156.0,137.66666666666666
0424,10,248.0,73.0,180.0,167.0
0424,11,275.0,115.0,146.0,178.66666666666666
0424,12,286.0,117.0,196.0,199.66666666666666
0424,13,285.0,89.0,199.0,191.0
0424,14,207.0,147.0,114.0,156.0
0424,15,147.0,127.0,142.0,138.66666666666666
0424,16,149.0,103.0,95.0,115.66666666666667
0424,17,106.0,77.0,28.0,70.33333333333333
0424,18,54.0,29.0,33.0,38.666666666666664
0424,19,10.0,6.0,3.0,6.333333333333333
0424,20,0.0,0.0,0.0,0.0
0424,21,0.0,0.0,0.0,0.0
0424,22,0.0,0.0,0.0,0.0
0424,23,0.0,0.0,0.0,0.0
0424,24,0.0,0.0,0.0,0.0
0425,1,0.0,0.0,0.0,0.0
0425,2,0.0,0.0,0.0,0.0
0425,3,0.0,0.0,0.0,0.0
0425,4,0.0,0.0,0.0,0.0
0425,5,2.0,3.0,3.0,2.6666666666666665
0425,6,5.0,19.0,30.0,18.0
0425,7,12.0,90.0,72.0,58.0
0425,8,20.0,99.0,87.0,68.66666666666667
0425,9,27.0,135.0,99.0,87.0
0425,10,28.0,175.0,73.0,92.0
0425,11,53.0,198.0,52.0,101.0
0425,12,52.0,256.0,136.0,148.0
0425,13,41.0,152.0,219.0,137.33333333333334
0425,14,33.0,225.0,78.0,112.0
0425,15,67.0,157.0,46.0,90.0
0425,16,59.0,143.0,31.0,77.66666666666667
0425,17,54.0,78.0,7.0,46.333333333333336
0425,18,26.0,49.0,3.0,26.0
0425,19,3.0,9.0,3.0,5.0
0425,20,0.0,0.0,0.0,0.0
0425,21,0.0,0.0,0.0,0.0
0425,22,0.0,0.0,0.0,0.0
0425,23,0.0,0.0,0.0,0.0
0425,24,0.0,0.0,0.0,0.0
0426,1,0.0,0.0,0.0,0.0
0426,2,0.0,0.0,0.0,0.0
0426,3,0.0,0.0,0.0,0.0
0426,4,0.0,0.0,0.0,0.0
0426,5,2.0,7.0,2.0,3.6666666666666665
0426,6,18.0,60.0,22.0,33.333333333333336
0426,7,31.0,55.0,75.0,53.666666666666664
0426,8,75.0,94.0,148.0,105.66666666666667
0426,9,203.0,61.0,162.0,142.0
0426,10,245.0,119.0,197.0,187.0
0426,11,233.0,31.0,152.0,138.66666666666666
0426,12,283.0,168.0,139.0,196.66666666666666
0426,13,279.0,164.0,262.0,235.0
0426,14,249.0,188.0,170.0,202.33333333333334
0426,15,177.0,122.0,127.0,142.0
0426,16,178.0,75.0,105.0,119.33333333333333
0426,17,129.0,34.0,58.0,73.66666666666667
0426,18,48.0,28.0,25.0,33.666666666666664
0426,19,7.0,7.0,9.0,7.666666666666667
0426,20,0.0,0.0,0.0,0.0
0426,21,0.0,0.0,0.0,0.0
0426,22,0.0,0.0,0.0,0.0
0426,23,0.0,0.0,0.0,0.0
0426,24,0.0,0.0,0.0,0.0
0427,1,0.0,0.0,0.0,0.0
0427,2,0.0,0.0,0.0,0.0
0427,3,0.0,0.0,0.0,0.0
0427,4,0.0,0.0,0.0,0.0
0427,5,8.0,7.0,4.0,6.333333333333333
0427,6,39.0,51.0,19.0,36.333333333333336
0427,7,108.0,102.0,51.0,87.0
0427,8,134.0,148.0,69.0,117.0
0427,9,146.0,180.0,99.0,141.66666666666666
0427,10,124.0,222.0,135.0,160.33333333333334
0427,11,138.0,259.0,141.0,179.33333333333334
0427,12,139.0,291.0,150.0,193.33333333333334
0427,13,297.0,280.0,173.0,250.0
0427,14,294.0,242.0,116.0,217.33333333333334
0427,15,231.0,175.0,134.0,180.0
0427,16,182.0,130.0,94.0,135.33333333333334
0427,17,118.0,71.0,38.0,75.66666666666667
0427,18,59.0,27.0,14.0,33.333333333333336
0427,19,12.0,4.0,6.0,7.333333333333333
0427,20,0.0,0.0,0.0,0.0
0427,21,0.0,0.0,0.0,0.0
0427,22,0.0,0.0,0.0,0.0
0427,23,0.0,0.0,0.0,0.0
0427,24,0.0,0.0,0.0,0.0
0428,1,0.0,0.0,0.0,0.0
0428,2,0.0,0.0,0.0,0.0
0428,3,0.0,0.0,0.0,0.0
0428,4,0.0,0.0,0.0,0.0
0428,5,8.0,3.0,6.0,5.666666666666667
0428,6,50.0,8.0,14.0,24.0
0428,7,108.0,23.0,32.0,54.333333333333336
0428,8,157.0,45.0,70.0,90.66666666666667
0428,9,204.0,62.0,84.0,116.66666666666667
0428,10,261.0,56.0,166.0,161.0
0428,11,289.0,47.0,125.0,153.66666666666666
0428,12,298.0,82.0,116.0,165.33333333333334
0428,13,290.0,64.0,43.0,132.33333333333334
0428,14,267.0,48.0,53.0,122.66666666666667
0428,15,223.0,30.0,98.0,117.0
0428,16,174.0,22.0,63.0,86.33333333333333
0428,17,102.0,14.0,44.0,53.333333333333336
0428,18,32.0,9.0,30.0,23.666666666666668
0428,19,7.0,4.0,8.0,6.333333333333333
0428,20,0.0,0.0,0.0,0.0
0428,21,0.0,0.0,0.0,0.0
0428,22,0.0,0.0,0.0,0.0
0428,23,0.0,0.0,0.0,0.0
0428,24,0.0,0.0,0.0,0.0
0429,1,0.0,0.0,0.0,0.0
0429,2,0.0,0.0,0.0,0.0
0429,3,0.0,0.0,0.0,0.0
0429,4,0.0,0.0,0.0,0.0
0429,5,4.0,1.0,8.0,4.333333333333333
0429,6,23.0,12.0,50.0,28.333333333333332
0429,7,65.0,48.0,108.0,73.66666666666667
0429,8,101.0,69.0,168.0,112.66666666666667
0429,9,105.0,80.0,222.0,135.66666666666666
0429,10,80.0,160.0,263.0,167.66666666666666
0429,11,115.0,198.0,281.0,198.0
0429,12,106.0,283.0,283.0,224.0
0429,13,172.0,289.0,280.0,247.0
0429,14,251.0,267.0,210.0,242.66666666666666
0429,15,177.0,227.0,219.0,207.66666666666666
0429,16,115.0,176.0,143.0,144.66666666666666
0429,17,100.0,122.0,44.0,88.66666666666667
0429,18,57.0,63.0,20.0,46.666666666666664
0429,19,13.0,14.0,5.0,10.666666666666666
0429,20,0.0,0.0,0.0,0.0
0429,21,0.0,0.0,0.0,0.0
0429,22,0.0,0.0,0.0,0.0
0429,23,0.0,0.0,0.0,0.0
0429,24,0.0,0.0,0.0,0.0
0430,1,0.0,0.0,0.0,0.0
0430,2,0.0,0.0,0.0,0.0
0430,3,0.0,0.0,0.0,0.0
0430,4,0.0,0.0,0.0,0.0
0430,5,2.0,9.0,3.0,4.666666666666667
0430,6,11.0,53.0,12.0,25.333333333333332
0430,7,42.0,110.0,29.0,60.333333333333336
0430,8,115.0,166.0,79.0,120.0
0430,9,208.0,218.0,162.0,196.0
0430,10,162.0,256.0,222.0,213.33333333333334
0430,11,55.0,276.0,234.0,188.33333333333334
0430,12,71.0,261.0,254.0,195.33333333333334
0430,13,68.0,250.0,293.0,203.66666666666666
0430,14,103.0,147.0,207.0,152.33333333333334
0430,15,75.0,151.0,145.0,123.66666666666667
0430,16,47.0,130.0,150.0,109.0
0430,17,36.0,72.0,83.0,63.666666666666664
0430,18,22.0,38.0,34.0,31.333333333333332
0430,19,5.0,10.0,13.0,9.333333333333334
0430,20,0.0,0.0,0.0,0.0
0430,21,0.0,0.0,0.0,0.0
0430,22,0.0,0.0,0.0,0.0
0430,23,0.0,0.0,0.0,0.0
0430,24,0.0,0.0,0.0,0.0
0501,1,0.0,0.0,0.0,0.0
0501,2,0.0,0.0,0.0,0.0
0501,3,0.0,0.0,0.0,0.0
0501,4,0.0,0.0,0.0,0.0
0501,5,10.0,3.0,8.0,7.0
0501,6,60.0,12.0,52.0,41.333333333333336
0501,7,92.0,36.0,98.0,75.33333333333333
0501,8,126.0,50.0,157.0,111.0
0501,9,134.0,76.0,204.0,138.0
0501,10,205.0,120.0,249.0,191.33333333333334
0501,11,227.0,90.0,275.0,197.33333333333334
0501,12,193.0,118.0,283.0,198.0
0501,13,244.0,61.0,274.0,193.0
0501,14,196.0,150.0,251.0,199.0
0501,15,114.0,203.0,200.0,172.33333333333334
0501,16,181.0,119.0,160.0,153.33333333333334
0501,17,110.0,132.0,85.0,109.0
0501,18,77.0,64.0,59.0,66.66666666666667
0501,19,12.0,14.0,11.0,12.333333333333334
0501,20,0.0,0.0,0.0,0.0
0501,21,0.0,0.0,0.0,0.0
0501,22,0.0,0.0,0.0,0.0
0501,23,0.0,0.0,0.0,0.0
0501,24,0.0,0.0,0.0,0.0
0502,1,0.0,0.0,0.0,0.0
0502,2,0.0,0.0,0.0,0.0
0502,3,0.0,0.0,0.0,0.0
0502,4,0.0,0.0,0.0,0.0
0502,5,10.0,3.0,10.0,7.666666666666667
0502,6,53.0,15.0,50.0,39.333333333333336
0502,7,109.0,53.0,106.0,89.33333333333333
0502,8,167.0,63.0,164.0,131.33333333333334
0502,9,219.0,102.0,216.0,179.0
0502,10,256.0,137.0,255.0,216.0
0502,11,288.0,293.0,281.0,287.3333333333333
0502,12,304.0,304.0,288.0,298.6666666666667
0502,13,229.0,282.0,281.0,264.0
0502,14,280.0,287.0,240.0,269.0
0502,15,234.0,249.0,196.0,226.33333333333334
0502,16,179.0,186.0,144.0,169.66666666666666
0502,17,124.0,129.0,14.0,89.0
0502,18,66.0,68.0,2.0,45.333333333333336
0502,19,17.0,17.0,2.0,12.0
0502,20,0.0,0.0,0.0,0.0
0502,21,0.0,0.0,0.0,0.0
0502,22,0.0,0.0,0.0,0.0
0502,23,0.0,0.0,0.0,0.0
0502,24,0.0,0.0,0.0,0.0
0503,1,0.0,0.0,0.0,0.0
0503,2,0.0,0.0,0.0,0.0
0503,3,0.0,0.0,0.0,0.0
0503,4,0.0,0.0,0.0,0.0
0503,5,13.0,12.0,1.0,8.666666666666666
0503,6,55.0,57.0,3.0,38.333333333333336
0503,7,80.0,119.0,14.0,71.0
0503,8,103.0,177.0,20.0,100.0
0503,9,146.0,225.0,14.0,128.33333333333334
0503,10,149.0,263.0,19.0,143.66666666666666
0503,11,215.0,290.0,22.0,175.66666666666666
0503,12,166.0,289.0,44.0,166.33333333333334
0503,13,70.0,288.0,32.0,130.0
0503,14,108.0,265.0,37.0,136.66666666666666
0503,15,91.0,225.0,26.0,114.0
0503,16,85.0,181.0,37.0,101.0
0503,17,63.0,125.0,83.0,90.33333333333333
0503,18,27.0,38.0,62.0,42.333333333333336
0503,19,8.0,10.0,13.0,10.333333333333334
0503,20,1.0,0.0,0.0,0.3333333333333333
0503,21,0.0,0.0,0.0,0.0
0503,22,0.0,0.0,0.0,0.0
0503,23,0.0,0.0,0.0,0.0
0503,24,0.0,0.0,0.0,0.0
0504,1,0.0,0.0,0.0,0.0
0504,2,0.0,0.0,0.0,0.0
0504,3,0.0,0.0,0.0,0.0
0504,4,0.0,0.0,0.0,0.0
0504,5,10.0,9.0,8.0,9.0
0504,6,56.0,45.0,51.0,50.666666666666664
0504,7,112.0,85.0,89.0,95.33333333333333
0504,8,173.0,162.0,122.0,152.33333333333334
0504,9,221.0,182.0,163.0,188.66666666666666
0504,10,269.0,244.0,194.0,235.66666666666666
0504,11,273.0,282.0,171.0,242.0
0504,12,287.0,296.0,162.0,248.33333333333334
0504,13,234.0,274.0,139.0,215.66666666666666
0504,14,208.0,231.0,195.0,211.33333333333334
0504,15,185.0,207.0,230.0,207.33333333333334
0504,16,143.0,168.0,121.0,144.0
0504,17,116.0,103.0,16.0,78.33333333333333
0504,18,52.0,53.0,8.0,37.666666666666664
0504,19,13.0,15.0,5.0,11.0
0504,20,0.0,0.0,0.0,0.0
0504,21,0.0,0.0,0.0,0.0
0504,22,0.0,0.0,0.0,0.0
0504,23,0.0,0.0,0.0,0.0
0504,24,0.0,0.0,0.0,0.0
0505,1,0.0,0.0,0.0,0.0
0505,2,0.0,0.0,0.0,0.0
0505,3,0.0,0.0,0.0,0.0
0505,4,0.0,0.0,0.0,0.0
0505,5,5.0,10.0,8.0,7.666666666666667
0505,6,19.0,57.0,10.0,28.666666666666668
0505,7,34.0,114.0,44.0,64.0
0505,8,69.0,169.0,87.0,108.33333333333333
0505,9,111.0,183.0,166.0,153.33333333333334
0505,10,147.0,85.0,223.0,151.66666666666666
0505,11,190.0,34.0,203.0,142.33333333333334
0505,12,206.0,24.0,188.0,139.33333333333334
0505,13,173.0,41.0,65.0,93.0
0505,14,134.0,24.0,114.0,90.66666666666667
0505,15,191.0,72.0,95.0,119.33333333333333
0505,16,115.0,133.0,173.0,140.33333333333334
0505,17,63.0,123.0,57.0,81.0
0505,18,45.0,52.0,58.0,51.666666666666664
0505,19,15.0,13.0,18.0,15.333333333333334
0505,20,0.0,0.0,0.0,0.0
0505,21,0.0,0.0,0.0,0.0
0505,22,0.0,0.0,0.0,0.0
0505,23,0.0,0.0,0.0,0.0
0505,24,0.0,0.0,0.0,0.0
0506,1,0.0,0.0,0.0,0.0
0506,2,0.0,0.0,0.0,0.0
0506,3,0.0,0.0,0.0,0.0
0506,4,0.0,0.0,0.0,0.0
0506,5,5.0,12.0,9.0,8.666666666666666
0506,6,21.0,28.0,48.0,32.333333333333336
0506,7,44.0,59.0,109.0,70.66666666666667
0506,8,91.0,95.0,145.0,110.33333333333333
0506,9,200.0,169.0,207.0,192.0
0506,10,258.0,234.0,230.0,240.66666666666666
0506,11,285.0,223.0,244.0,250.66666666666666
0506,12,237.0,227.0,218.0,227.33333333333334
0506,13,171.0,215.0,153.0,179.66666666666666
0506,14,98.0,234.0,106.0,146.0
0506,15,191.0,156.0,84.0,143.66666666666666
0506,16,109.0,84.0,62.0,85.0
0506,17,84.0,50.0,34.0,56.0
0506,18,64.0,11.0,17.0,30.666666666666668
0506,19,11.0,6.0,4.0,7.0
0506,20,0.0,0.0,0.0,0.0
0506,21,0.0,0.0,0.0,0.0
0506,22,0.0,0.0,0.0,0.0
0506,23,0.0,0.0,0.0,0.0
0506,24,0.0,0.0,0.0,0.0
0507,1,0.0,0.0,0.0,0.0
0507,2,0.0,0.0,0.0,0.0
0507,3,0.0,0.0,0.0,0.0
0507,4,0.0,0.0,0.0,0.0
0507,5,6.0,5.0,14.0,8.333333333333334
0507,6,31.0,14.0,61.0,35.333333333333336
0507,7,76.0,45.0,113.0,78.0
0507,8,154.0,76.0,180.0,136.66666666666666
0507,9,212.0,91.0,231.0,178.0
0507,10,245.0,157.0,273.0,225.0
0507,11,268.0,222.0,215.0,235.0
0507,12,273.0,261.0,236.0,256.6666666666667
0507,13,288.0,221.0,253.0,254.0
0507,14,216.0,198.0,279.0,231.0
0507,15,65.0,74.0,243.0,127.33333333333333
0507,16,107.0,13.0,193.0,104.33333333333333
0507,17,60.0,78.0,127.0,88.33333333333333
0507,18,33.0,46.0,67.0,48.666666666666664
0507,19,19.0,12.0,19.0,16.666666666666668
0507,20,1.0,1.0,0.0,0.6666666666666666
0507,21,0.0,0.0,0.0,0.0
0507,22,0.0,0.0,0.0,0.0
0507,23,0.0,0.0,0.0,0.0
0507,24,0.0,0.0,0.0,0.0
0508,1,0.0,0.0,0.0,0.0
0508,2,0.0,0.0,0.0,0.0
0508,3,0.0,0.0,0.0,0.0
0508,4,0.0,0.0,0.0,0.0
0508,5,14.0,10.0,4.0,9.333333333333334
0508,6,62.0,20.0,12.0,31.333333333333332
0508,7,119.0,52.0,30.0,67.0
0508,8,166.0,65.0,47.0,92.66666666666667
0508,9,217.0,90.0,40.0,115.66666666666667
0508,10,268.0,105.0,78.0,150.33333333333334
0508,11,294.0,123.0,53.0,156.66666666666666
0508,12,304.0,130.0,108.0,180.66666666666666
0508,13,297.0,183.0,172.0,217.33333333333334
0508,14,273.0,146.0,74.0,164.33333333333334
0508,15,236.0,120.0,73.0,143.0
0508,16,187.0,102.0,62.0,117.0
0508,17,132.0,84.0,45.0,87.0
0508,18,74.0,32.0,46.0,50.666666666666664
0508,19,22.0,11.0,14.0,15.666666666666666
0508,20,1.0,0.0,0.0,0.3333333333333333
0508,21,0.0,0.0,0.0,0.0
0508,22,0.0,0.0,0.0,0.0
0508,23,0.0,0.0,0.0,0.0
