MMDD,HH,2022,2023,2024,Average
0702,17,154.0,121.0,155.0,143.33333333333334
0702,18,76.0,53.0,40.0,56.333333333333336
0702,19,14.0,23.0,10.0,15.666666666666666
0702,20,4.0,4.0,5.0,4.333333333333333
0702,21,0.0,0.0,0.0,0.0
0702,22,0.0,0.0,0.0,0.0
0702,23,0.0,0.0,0.0,0.0
0702,24,0.0,0.0,0.0,0.0
0703,1,0.0,0.0,0.0,0.0
0703,2,0.0,0.0,0.0,0.0
0703,3,0.0,0.0,0.0,0.0
0703,4,3.0,1.0,3.0,2.3333333333333335
0703,5,27.0,12.0,36.0,25.0
0703,6,66.0,37.0,29.0,44.0
0703,7,113.0,73.0,28.0,71.33333333333333
0703,8,191.0,154.0,30.0,125.0
0703,9,213.0,60.0,33.0,102.0
0703,10,250.0,119.0,29.0,132.66666666666666
0703,11,60.0,117.0,59.0,78.66666666666667
0703,12,157.0,131.0,59.0,115.66666666666667
0703,13,189.0,109.0,164.0,154.0
0703,14,213.0,108.0,165.0,162.0
0703,15,122.0,73.0,224.0,139.66666666666666
0703,16,168.0,131.0,116.0,138.33333333333334
0703,17,89.0,101.0,64.0,84.66666666666667
0703,18,94.0,52.0,78.0,74.66666666666667
0703,19,54.0,9.0,5.0,22.666666666666668
0703,20,12.0,1.0,1.0,4.666666666666667
0703,21,0.0,0.0,0.0,0.0
0703,22,0.0,0.0,0.0,0.0
0703,23,0.0,0.0,0.0,0.0
0703,24,0.0,0.0,0.0,0.0
0704,1,0.0,0.0,0.0,0.0
0704,2,0.0,0.0,0.0,0.0
0704,3,0.0,0.0,0.0,0.0
0704,4,5.0,2.0,1.0,2.6666666666666665
0704,5,23.0,16.0,16.0,18.333333333333332
0704,6,65.0,59.0,54.0,59.333333333333336
0704,7,111.0,96.0,79.0,95.33333333333333
0704,8,182.0,60.0,176.0,139.33333333333334
0704,9,216.0,122.0,217.0,185.0
0704,10,101.0,147.0,250.0,166.0
0704,11,208.0,129.0,264.0,200.33333333333334
0704,12,282.0,219.0,317.0,272.6666666666667
0704,13,266.0,282.0,297.0,281.6666666666667
0704,14,247.0,239.0,223.0,236.33333333333334
0704,15,173.0,183.0,242.0,199.33333333333334
0704,16,208.0,142.0,141.0,163.66666666666666
0704,17,159.0,93.0,143.0,131.66666666666666
0704,18,73.0,42.0,93.0,69.33333333333333
0704,19,45.0,23.0,35.0,34.333333333333336
0704,20,12.0,2.0,6.0,6.666666666666667
0704,21,0.0,0.0,0.0,0.0
0704,22,0.0,0.0,0.0,0.0
0704,23,0.0,0.0,0.0,0.0
0704,24,0.0,0.0,0.0,0.0
0705,1,0.0,0.0,0.0,0.0
0705,2,0.0,0.0,0.0,0.0
0705,3,0.0,0.0,0.0,0.0
0705,4,3.0,0.0,1.0,1.3333333333333333
0705,5,17.0,9.0,11.0,12.333333333333334
0705,6,75.0,21.0,10.0,35.333333333333336
0705,7,90.0,7.0,25.0,40.666666666666664
0705,8,101.0,16.0,26.0,47.666666666666664
0705,9,159.0,42.0,56.0,85.66666666666667
0705,10,150.0,36.0,61.0,82.33333333333333
0705,11,167.0,80.0,73.0,106.66666666666667
0705,12,230.0,45.0,43.0,106.0
0705,13,295.0,132.0,53.0,160.0
0705,14,244.0,134.0,54.0,144.0
0705,15,181.0,186.0,72.0,146.33333333333334
0705,16,166.0,91.0,40.0,99.0
0705,17,71.0,84.0,21.0,58.666666666666664
0705,18,97.0,99.0,14.0,70.0
0705,19,42.0,38.0,9.0,29.666666666666668
0705,20,12.0,2.0,2.0,5.333333333333333
0705,21,0.0,0.0,0.0,0.0
0705,22,0.0,0.0,0.0,0.0
0705,23,0.0,0.0,0.0,0.0
0705,24,0.0,0.0,0.0,0.0
0706,1,0.0,0.0,0.0,0.0
0706,2,0.0,0.0,0.0,0.0
0706,3,0.0,0.0,0.0,0.0
0706,4,2.0,1.0,1.0,1.3333333333333333
0706,5,11.0,14.0,8.0,11.0
0706,6,44.0,53.0,34.0,43.666666666666664
0706,7,122.0,90.0,54.0,88.66666666666667
0706,8,201.0,159.0,77.0,145.66666666666666
0706,9,224.0,169.0,75.0,156.0
0706,10,225.0,114.0,72.0,137.0
0706,11,269.0,68.0,78.0,138.33333333333334
0706,12,298.0,139.0,242.0,226.33333333333334
0706,13,235.0,282.0,222.0,246.33333333333334
0706,14,171.0,302.0,287.0,253.33333333333334
0706,15,84.0,243.0,248.0,191.66666666666666
0706,16,56.0,200.0,146.0,134.0
0706,17,44.0,154.0,115.0,104.33333333333333
0706,18,33.0,96.0,106.0,78.33333333333333
0706,19,17.0,39.0,44.0,33.333333333333336
0706,20,3.0,11.0,9.0,7.666666666666667
0706,21,0.0,0.0,0.0,0.0
0706,22,0.0,0.0,0.0,0.0
0706,23,0.0,0.0,0.0,0.0
0706,24,0.0,0.0,0.0,0.0
0707,1,0.0,0.0,0.0,0.0
0707,2,0.0,0.0,0.0,0.0
0707,3,0.0,0.0,0.0,0.0
0707,4,1.0,3.0,3.0,2.3333333333333335
0707,5,10.0,29.0,20.0,19.666666666666668
0707,6,23.0,78.0,74.0,58.333333333333336
0707,7,63.0,135.0,133.0,110.33333333333333
0707,8,108.0,191.0,130.0,143.0
0707,9,110.0,243.0,120.0,157.66666666666666
0707,10,141.0,286.0,199.0,208.66666666666666
0707,11,105.0,315.0,130.0,183.33333333333334
0707,12,123.0,329.0,43.0,165.0
0707,13,155.0,327.0,152.0,211.33333333333334
0707,14,158.0,303.0,97.0,186.0
0707,15,137.0,265.0,58.0,153.33333333333334
0707,16,114.0,214.0,31.0,119.66666666666667
0707,17,91.0,157.0,111.0,119.66666666666667
0707,18,53.0,101.0,62.0,72.0
0707,19,25.0,48.0,24.0,32.333333333333336
0707,20,5.0,9.0,2.0,5.333333333333333
0707,21,0.0,0.0,0.0,0.0
0707,22,0.0,0.0,0.0,0.0
0707,23,0.0,0.0,0.0,0.0
0707,24,0.0,0.0,0.0,0.0
0708,1,0.0,0.0,0.0,0.0
0708,2,0.0,0.0,0.0,0.0
0708,3,0.0,0.0,0.0,0.0
0708,4,3.0,2.0,2.0,2.3333333333333335
0708,5,26.0,25.0,28.0,26.333333333333332
0708,6,50.0,71.0,78.0,66.33333333333333
0708,7,77.0,128.0,136.0,113.66666666666667
0708,8,172.0,185.0,158.0,171.66666666666666
0708,9,213.0,236.0,155.0,201.33333333333334
0708,10,275.0,274.0,225.0,258.0
0708,11,309.0,301.0,302.0,304.0
0708,12,311.0,314.0,319.0,314.6666666666667
0708,13,298.0,309.0,229.0,278.6666666666667
0708,14,273.0,292.0,194.0,253.0
0708,15,233.0,223.0,123.0,193.0
0708,16,188.0,169.0,107.0,154.66666666666666
0708,17,144.0,90.0,69.0,101.0
0708,18,88.0,90.0,39.0,72.33333333333333
0708,19,40.0,44.0,17.0,33.666666666666664
0708,20,8.0,8.0,2.0,6.0
0708,21,0.0,0.0,0.0,0.0
0708,22,0.0,0.0,0.0,0.0
0708,23,0.0,0.0,0.0,0.0
0708,24,0.0,0.0,0.0,0.0
0709,1,0.0,0.0,0.0,0.0
0709,2,0.0,0.0,0.0,0.0
0709,3,0.0,0.0,0.0,0.0
0709,4,1.0,1.0,1.0,1.0
0709,5,15.0,16.0,16.0,15.666666666666666
0709,6,49.0,56.0,73.0,59.333333333333336
0709,7,55.0,106.0,129.0,96.66666666666667
0709,8,132.0,166.0,135.0,144.33333333333334
0709,9,95.0,207.0,159.0,153.66666666666666
0709,10,157.0,240.0,178.0,191.66666666666666
0709,11,137.0,209.0,231.0,192.33333333333334
0709,12,250.0,214.0,224.0,229.33333333333334
0709,13,282.0,212.0,236.0,243.33333333333334
0709,14,217.0,125.0,204.0,182.0
0709,15,242.0,19.0,139.0,133.33333333333334
0709,16,172.0,78.0,68.0,106.0
0709,17,123.0,55.0,39.0,72.33333333333333
0709,18,74.0,56.0,1.0,43.666666666666664
0709,19,35.0,22.0,0.0,19.0
0709,20,11.0,3.0,0.0,4.666666666666667
0709,21,0.0,0.0,0.0,0.0
0709,22,0.0,0.0,0.0,0.0
0709,23,0.0,0.0,0.0,0.0
0709,24,0.0,0.0,0.0,0.0
0710,1,0.0,0.0,0.0,0.0
0710,2,0.0,0.0,0.0,0.0
0710,3,0.0,0.0,0.0,0.0
0710,4,2.0,1.0,0.0,1.0
0710,5,15.0,15.0,7.0,12.333333333333334
0710,6,16.0,74.0,26.0,38.666666666666664
0710,7,26.0,131.0,87.0,81.33333333333333
0710,8,58.0,183.0,114.0,118.33333333333333
0710,9,121.0,227.0,94.0,147.33333333333334
0710,10,157.0,276.0,128.0,187.0
0710,11,157.0,275.0,247.0,226.33333333333334
0710,12,172.0,260.0,156.0,196.0
0710,13,216.0,316.0,204.0,245.33333333333334
0710,14,137.0,224.0,234.0,198.33333333333334
0710,15,168.0,268.0,148.0,194.66666666666666
0710,16,127.0,212.0,135.0,158.0
0710,17,74.0,161.0,119.0,118.0
0710,18,89.0,88.0,99.0,92.0
0710,19,43.0,42.0,29.0,38.0
0710,20,9.0,7.0,10.0,8.666666666666666
0710,21,0.0,0.0,0.0,0.0
0710,22,0.0,0.0,0.0,0.0
0710,23,0.0,0.0,0.0,0.0
0710,24,0.0,0.0,0.0,0.0
0711,1,0.0,0.0,0.0,0.0
0711,2,0.0,0.0,0.0,0.0
0711,3,0.0,0.0,0.0,0.0
0711,4,0.0,1.0,1.0,0.6666666666666666
0711,5,5.0,18.0,12.0,11.666666666666666
0711,6,13.0,73.0,48.0,44.666666666666664
0711,7,50.0,131.0,99.0,93.33333333333333
0711,8,82.0,187.0,134.0,134.33333333333334
0711,9,59.0,239.0,192.0,163.33333333333334
0711,10,99.0,274.0,174.0,182.33333333333334
0711,11,116.0,305.0,184.0,201.66666666666666
0711,12,153.0,292.0,159.0,201.33333333333334
0711,13,171.0,301.0,150.0,207.33333333333334
0711,14,260.0,228.0,139.0,209.0
0711,15,276.0,184.0,109.0,189.66666666666666
0711,16,212.0,142.0,132.0,162.0
0711,17,146.0,73.0,92.0,103.66666666666667
0711,18,79.0,97.0,61.0,79.0
0711,19,30.0,23.0,41.0,31.333333333333332
0711,20,9.0,3.0,5.0,5.666666666666667
0711,21,0.0,0.0,0.0,0.0
0711,22,0.0,0.0,0.0,0.0
0711,23,0.0,0.0,0.0,0.0
0711,24,0.0,0.0,0.0,0.0
0712,1,0.0,0.0,0.0,0.0
0712,2,0.0,0.0,0.0,0.0
0712,3,0.0,0.0,0.0,0.0
0712,4,3.0,0.0,1.0,1.3333333333333333
0712,5,32.0,10.0,9.0,17.0
0712,6,75.0,25.0,21.0,40.333333333333336
0712,7,113.0,61.0,18.0,64.0
0712,8,135.0,148.0,23.0,102.0
0712,9,189.0,138.0,25.0,117.33333333333333
0712,10,278.0,162.0,20.0,153.33333333333334
0712,11,285.0,210.0,15.0,170.0
0712,12,292.0,263.0,19.0,191.33333333333334
0712,13,284.0,240.0,49.0,191.0
0712,14,166.0,295.0,63.0,174.66666666666666
0712,15,118.0,216.0,118.0,150.66666666666666
0712,16,82.0,234.0,74.0,130.0
0712,17,70.0,131.0,40.0,80.33333333333333
0712,18,39.0,94.0,24.0,52.333333333333336
0712,19,24.0,44.0,15.0,27.666666666666668
0712,20,4.0,10.0,3.0,5.666666666666667
0712,21,0.0,0.0,0.0,0.0
0712,22,0.0,0.0,0.0,0.0
0712,23,0.0,0.0,0.0,0.0
0712,24,0.0,0.0,0.0,0.0
0713,1,0.0,0.0,0.0,0.0
0713,2,0.0,0.0,0.0,0.0
0713,3,0.0,0.0,0.0,0.0
0713,4,2.0,1.0,1.0,1.3333333333333333
0713,5,12.0,17.0,7.0,12.0
0713,6,29.0,48.0,26.0,34.333333333333336
0713,7,53.0,84.0,43.0,60.0
0713,8,138.0,63.0,68.0,89.66666666666667
0713,9,230.0,123.0,104.0,152.33333333333334
0713,10,269.0,186.0,139.0,198.0
0713,11,295.0,291.0,154.0,246.66666666666666
0713,12,282.0,158.0,149.0,196.33333333333334
0713,13,279.0,187.0,145.0,203.66666666666666
0713,14,282.0,186.0,128.0,198.66666666666666
0713,15,250.0,119.0,50.0,139.66666666666666
0713,16,191.0,155.0,75.0,140.33333333333334
0713,17,129.0,104.0,48.0,93.66666666666667
0713,18,87.0,49.0,45.0,60.333333333333336
0713,19,42.0,32.0,40.0,38.0
0713,20,6.0,6.0,9.0,7.0
0713,21,0.0,0.0,0.0,0.0
0713,22,0.0,0.0,0.0,0.0
0713,23,0.0,0.0,0.0,0.0
0713,24,0.0,0.0,0.0,0.0
0714,1,0.0,0.0,0.0,0.0
0714,2,0.0,0.0,0.0,0.0
0714,3,0.0,0.0,0.0,0.0
0714,4,2.0,1.0,2.0,1.6666666666666667
0714,5,27.0,19.0,22.0,22.666666666666668
0714,6,74.0,65.0,58.0,65.66666666666667
0714,7,128.0,118.0,130.0,125.33333333333333
0714,8,184.0,163.0,169.0,172.0
0714,9,234.0,159.0,159.0,184.0
0714,10,276.0,180.0,232.0,229.33333333333334
0714,11,291.0,159.0,234.0,228.0
0714,12,212.0,116.0,183.0,170.33333333333334
0714,13,228.0,248.0,299.0,258.3333333333333
0714,14,218.0,185.0,255.0,219.33333333333334
0714,15,192.0,128.0,213.0,177.66666666666666
0714,16,230.0,133.0,160.0,174.33333333333334
0714,17,158.0,49.0,126.0,111.0
0714,18,107.0,35.0,74.0,72.0
0714,19,44.0,23.0,44.0,37.0
0714,20,8.0,3.0,9.0,6.666666666666667
0714,21,0.0,0.0,0.0,0.0
0714,22,0.0,0.0,0.0,0.0
0714,23,0.0,0.0,0.0,0.0
0714,24,0.0,0.0,0.0,0.0
0715,1,0.0,0.0,0.0,0.0
0715,2,0.0,0.0,0.0,0.0
0715,3,0.0,0.0,0.0,0.0
0715,4,2.0,1.0,1.0,1.3333333333333333
0715,5,26.0,17.0,19.0,20.666666666666668
0715,6,75.0,46.0,59.0,60.0
0715,7,127.0,99.0,123.0,116.33333333333333
0715,8,178.0,135.0,183.0,165.33333333333334
0715,9,221.0,156.0,225.0,200.66666666666666
0715,10,248.0,181.0,273.0,234.0
0715,11,184.0,97.0,226.0,169.0
0715,12,198.0,160.0,318.0,225.33333333333334
0715,13,182.0,228.0,277.0,229.0
0715,14,190.0,98.0,238.0,175.33333333333334
0715,15,199.0,206.0,180.0,195.0
0715,16,147.0,36.0,103.0,95.33333333333333
0715,17,147.0,138.0,62.0,115.66666666666667
0715,18,100.0,91.0,16.0,69.0
0715,19,21.0,19.0,4.0,14.666666666666666
0715,20,3.0,11.0,2.0,5.333333333333333
0715,21,0.0,0.0,0.0,0.0
0715,22,0.0,0.0,0.0,0.0
0715,23,0.0,0.0,0.0,0.0
0715,24,0.0,0.0,0.0,0.0
0716,1,0.0,0.0,0.0,0.0
0716,2,0.0,0.0,0.0,0.0
0716,3,0.0,0.0,0.0,0.0
0716,4,1.0,1.0,0.0,0.6666666666666666
0716,5,23.0,22.0,5.0,16.666666666666668
0716,6,70.0,69.0,26.0,55.0
0716,7,123.0,127.0,74.0,108.0
0716,8,192.0,128.0,94.0,138.0
0716,9,225.0,164.0,156.0,181.66666666666666
0716,10,288.0,124.0,138.0,183.33333333333334
0716,11,251.0,173.0,108.0,177.33333333333334
0716,12,292.0,224.0,215.0,243.66666666666666
0716,13,287.0,267.0,90.0,214.66666666666666
0716,14,293.0,142.0,158.0,197.66666666666666
0716,15,261.0,112.0,171.0,181.33333333333334
0716,16,213.0,164.0,69.0,148.66666666666666
0716,17,158.0,93.0,83.0,111.33333333333333
0716,18,98.0,78.0,40.0,72.0
0716,19,45.0,22.0,25.0,30.666666666666668
0716,20,7.0,2.0,3.0,4.0
0716,21,0.0,0.0,0.0,0.0
0716,22,0.0,0.0,0.0,0.0
0716,23,0.0,0.0,0.0,0.0
0716,24,0.0,0.0,0.0,0.0
0717,1,0.0,0.0,0.0,0.0
0717,2,0.0,0.0,0.0,0.0
0717,3,0.0,0.0,0.0,0.0
0717,4,1.0,1.0,1.0,1.0
0717,5,19.0,19.0,23.0,20.333333333333332
0717,6,60.0,42.0,71.0,57.666666666666664
0717,7,125.0,94.0,118.0,112.33333333333333
0717,8,180.0,160.0,126.0,155.33333333333334
0717,9,227.0,182.0,105.0,171.33333333333334
0717,10,261.0,146.0,118.0,175.0
0717,11,287.0,225.0,129.0,213.66666666666666
0717,12,304.0,203.0,227.0,244.66666666666666
0717,13,298.0,166.0,221.0,228.33333333333334
0717,14,258.0,138.0,220.0,205.33333333333334
0717,15,227.0,127.0,184.0,179.33333333333334
0717,16,177.0,155.0,209.0,180.33333333333334
0717,17,119.0,159.0,152.0,143.33333333333334
0717,18,91.0,100.0,94.0,95.0
0717,19,40.0,44.0,40.0,41.333333333333336
0717,20,5.0,6.0,5.0,5.333333333333333
0717,21,0.0,0.0,0.0,0.0
0717,22,0.0,0.0,0.0,0.0
0717,23,0.0,0.0,0.0,0.0
0717,24,0.0,0.0,0.0,0.0
0718,1,0.0,0.0,0.0,0.0
0718,2,0.0,0.0,0.0,0.0
0718,3,0.0,0.0,0.0,0.0
0718,4,1.0,1.0,1.0,1.0
0718,5,20.0,18.0,19.0,19.0
0718,6,66.0,67.0,58.0,63.666666666666664
0718,7,126.0,123.0,115.0,121.33333333333333
0718,8,184.0,178.0,159.0,173.66666666666666
0718,9,235.0,205.0,215.0,218.33333333333334
0718,10,183.0,204.0,258.0,215.0
0718,11,287.0,286.0,275.0,282.6666666666667
0718,12,294.0,288.0,333.0,305.0
0718,13,296.0,257.0,327.0,293.3333333333333
0718,14,279.0,173.0,270.0,240.66666666666666
0718,15,246.0,168.0,251.0,221.66666666666666
0718,16,198.0,122.0,140.0,153.33333333333334
0718,17,142.0,95.0,106.0,114.33333333333333
0718,18,86.0,51.0,88.0,75.0
0718,19,32.0,15.0,38.0,28.333333333333332
0718,20,3.0,3.0,6.0,4.0
0718,21,0.0,0.0,0.0,0.0
0718,22,0.0,0.0,0.0,0.0
0718,23,0.0,0.0,0.0,0.0
0718,24,0.0,0.0,0.0,0.0
0719,1,0.0,0.0,0.0,0.0
0719,2,0.0,0.0,0.0,0.0
0719,3,0.0,0.0,0.0,0.0
0719,4,1.0,0.0,2.0,1.0
0719,5,18.0,14.0,12.0,14.666666666666666
0719,6,61.0,35.0,25.0,40.333333333333336
0719,7,113.0,107.0,46.0,88.66666666666667
0719,8,169.0,152.0,71.0,130.66666666666666
0719,9,220.0,100.0,64.0,128.0
0719,10,259.0,131.0,137.0,175.66666666666666
0719,11,286.0,135.0,228.0,216.33333333333334
0719,12,297.0,195.0,241.0,244.33333333333334
0719,13,291.0,135.0,187.0,204.33333333333334
0719,14,273.0,183.0,121.0,192.33333333333334
0719,15,236.0,130.0,124.0,163.33333333333334
0719,16,193.0,108.0,207.0,169.33333333333334
0719,17,144.0,65.0,116.0,108.33333333333333
0719,18,90.0,28.0,91.0,69.66666666666667
0719,19,38.0,23.0,34.0,31.666666666666668
0719,20,5.0,5.0,5.0,5.0
0719,21,0.0,0.0,0.0,0.0
0719,22,0.0,0.0,0.0,0.0
0719,23,0.0,0.0,0.0,0.0
0719,24,0.0,0.0,0.0,0.0
0720,1,0.0,0.0,0.0,0.0
0720,2,0.0,0.0,0.0,0.0
0720,3,0.0,0.0,0.0,0.0
0720,4,1.0,1.0,1.0,1.0
0720,5,20.0,23.0,18.0,20.333333333333332
0720,6,58.0,63.0,62.0,61.0
0720,7,81.0,121.0,118.0,106.66666666666667
0720,8,148.0,179.0,175.0,167.33333333333334
0720,9,198.0,234.0,226.0,219.33333333333334
0720,10,243.0,284.0,268.0,265.0
0720,11,257.0,193.0,293.0,247.66666666666666
0720,12,278.0,226.0,302.0,268.6666666666667
0720,13,145.0,183.0,271.0,199.66666666666666
0720,14,181.0,209.0,201.0,197.0
0720,15,215.0,80.0,197.0,164.0
0720,16,177.0,59.0,192.0,142.66666666666666
0720,17,105.0,55.0,94.0,84.66666666666667
0720,18,76.0,36.0,66.0,59.333333333333336
0720,19,40.0,36.0,24.0,33.333333333333336
0720,20,2.0,5.0,5.0,4.0
0720,21,0.0,0.0,0.0,0.0
0720,22,0.0,0.0,0.0,0.0
0720,23,0.0,0.0,0.0,0.0
0720,24,0.0,0.0,0.0,0.0
0721,1,0.0,0.0,0.0,0.0
0721,2,0.0,0.0,0.0,0.0
0721,3,0.0,0.0,0.0,0.0
0721,4,1.0,0.0,0.0,0.3333333333333333
0721,5,11.0,19.0,9.0,13.0
0721,6,16.0,40.0,12.0,22.666666666666668
0721,7,65.0,79.0,67.0,70.33333333333333
0721,8,57.0,74.0,33.0,54.666666666666664
0721,9,20.0,165.0,68.0,84.33333333333333
0721,10,28.0,270.0,102.0,133.33333333333334
0721,11,41.0,224.0,76.0,113.66666666666667
0721,12,37.0,82.0,74.0,64.33333333333333
0721,13,32.0,91.0,35.0,52.666666666666664
0721,14,52.0,142.0,36.0,76.66666666666667
0721,15,52.0,234.0,60.0,115.33333333333333
0721,16,31.0,183.0,47.0,87.0
0721,17,25.0,118.0,62.0,68.33333333333333
0721,18,16.0,87.0,53.0,52.0
0721,19,6.0,17.0,29.0,17.333333333333332
0721,20,3.0,2.0,3.0,2.6666666666666665
0721,21,0.0,0.0,0.0,0.0
0721,22,0.0,0.0,0.0,0.0
0721,23,0.0,0.0,0.0,0.0
0721,24,0.0,0.0,0.0,0.0
0722,1,0.0,0.0,0.0,0.0
0722,2,0.0,0.0,0.0,0.0
0722,3,0.0,0.0,0.0,0.0
0722,4,0.0,0.0,0.0,0.0
0722,5,8.0,10.0,20.0,12.666666666666666
0722,6,29.0,27.0,66.0,40.666666666666664
0722,7,64.0,71.0,123.0,86.0
0722,8,108.0,94.0,180.0,127.33333333333333
0722,9,207.0,156.0,197.0,186.66666666666666
0722,10,131.0,116.0,175.0,140.66666666666666
0722,11,188.0,93.0,223.0,168.0
0722,12,242.0,42.0,176.0,153.33333333333334
0722,13,192.0,43.0,290.0,175.0
0722,14,192.0,40.0,269.0,167.0
0722,15,154.0,60.0,217.0,143.66666666666666
0722,16,147.0,40.0,158.0,115.0
0722,17,110.0,61.0,64.0,78.33333333333333
0722,18,64.0,13.0,35.0,37.333333333333336
0722,19,16.0,3.0,8.0,9.0
0722,20,3.0,1.0,2.0,2.0
0722,21,0.0,0.0,0.0,0.0
0722,22,0.0,0.0,0.0,0.0
0722,23,0.0,0.0,0.0,0.0
0722,24,0.0,0.0,0.0,0.0
0723,1,0.0,0.0,0.0,0.0
0723,2,0.0,0.0,0.0,0.0
0723,3,0.0,0.0,0.0,0.0
0723,4,1.0,0.0,0.0,0.3333333333333333
0723,5,18.0,7.0,2.0,9.0
0723,6,61.0,16.0,9.0,28.666666666666668
0723,7,115.0,21.0,32.0,56.0
0723,8,169.0,35.0,40.0,81.33333333333333
0723,9,221.0,45.0,56.0,107.33333333333333
0723,10,258.0,49.0,120.0,142.33333333333334
0723,11,286.0,65.0,148.0,166.33333333333334
0723,12,273.0,100.0,133.0,168.66666666666666
0723,13,300.0,125.0,149.0,191.33333333333334
0723,14,220.0,192.0,166.0,192.66666666666666
0723,15,204.0,145.0,115.0,154.66666666666666
0723,16,187.0,130.0,159.0,158.66666666666666
0723,17,117.0,101.0,120.0,112.66666666666667
0723,18,65.0,54.0,69.0,62.666666666666664
0723,19,31.0,16.0,36.0,27.666666666666668
0723,20,2.0,1.0,4.0,2.3333333333333335
0723,21,0.0,0.0,0.0,0.0
0723,22,0.0,0.0,0.0,0.0
0723,23,0.0,0.0,0.0,0.0
0723,24,0.0,0.0,0.0,0.0
0724,1,0.0,0.0,0.0,0.0
0724,2,0.0,0.0,0.0,0.0
0724,3,0.0,0.0,0.0,0.0
0724,4,1.0,0.0,0.0,0.3333333333333333
0724,5,13.0,3.0,14.0,10.0
0724,6,64.0,28.0,50.0,47.333333333333336
0724,7,119.0,71.0,112.0,100.66666666666667
0724,8,165.0,94.0,148.0,135.66666666666666
0724,9,212.0,145.0,173.0,176.66666666666666
0724,10,262.0,115.0,251.0,209.33333333333334
0724,11,293.0,191.0,298.0,260.6666666666667
0724,12,295.0,187.0,233.0,238.33333333333334
0724,13,292.0,65.0,126.0,161.0
0724,14,274.0,83.0,220.0,192.33333333333334
0724,15,240.0,128.0,217.0,195.0
0724,16,176.0,81.0,204.0,153.66666666666666
0724,17,103.0,41.0,126.0,90.0
0724,18,81.0,45.0,85.0,70.33333333333333
0724,19,35.0,7.0,32.0,24.666666666666668
0724,20,4.0,3.0,3.0,3.3333333333333335
0724,21,0.0,0.0,0.0,0.0
0724,22,0.0,0.0,0.0,0.0
0724,23,0.0,0.0,0.0,0.0
0724,24,0.0,0.0,0.0,0.0
0725,1,0.0,0.0,0.0,0.0
0725,2,0.0,0.0,0.0,0.0
0725,3,0.0,0.0,0.0,0.0
0725,4,1.0,0.0,0.0,0.3333333333333333
0725,5,9.0,9.0,11.0,9.666666666666666
0725,6,38.0,33.0,29.0,33.333333333333336
0725,7,78.0,60.0,42.0,60.0
0725,8,72.0,169.0,64.0,101.66666666666667
0725,9,168.0,192.0,86.0,148.66666666666666
0725,10,159.0,172.0,124.0,151.66666666666666
0725,11,121.0,187.0,197.0,168.33333333333334
0725,12,78.0,207.0,145.0,143.33333333333334
0725,13,187.0,248.0,205.0,213.33333333333334
0725,14,208.0,267.0,147.0,207.33333333333334
0725,15,171.0,254.0,83.0,169.33333333333334
0725,16,149.0,191.0,63.0,134.33333333333334
0725,17,103.0,136.0,20.0,86.33333333333333
0725,18,43.0,94.0,21.0,52.666666666666664
0725,19,11.0,18.0,8.0,12.333333333333334
0725,20,3.0,2.0,0.0,1.6666666666666667
0725,21,0.0,0.0,0.0,0.0
0725,22,0.0,0.0,0.0,0.0
0725,23,0.0,0.0,0.0,0.0
0725,24,0.0,0.0,0.0,0.0
0726,1,0.0,0.0,0.0,0.0
0726,2,0.0,0.0,0.0,0.0
0726,3,0.0,0.0,0.0,0.0
0726,4,0.0,0.0,0.0,0.0
0726,5,15.0,10.0,5.0,10.0
0726,6,12.0,25.0,20.0,19.0
0726,7,27.0,6.0,44.0,25.666666666666668
0726,8,61.0,138.0,53.0,84.0
0726,9,151.0,184.0,76.0,137.0
0726,10,141.0,173.0,162.0,158.66666666666666
0726,11,95.0,248.0,236.0,193.0
0726,12,161.0,200.0,226.0,195.66666666666666
0726,13,223.0,273.0,185.0,227.0
0726,14,192.0,268.0,207.0,222.33333333333334
0726,15,158.0,237.0,178.0,191.0
0726,16,111.0,173.0,82.0,122.0
0726,17,80.0,152.0,68.0,100.0
0726,18,42.0,83.0,42.0,55.666666666666664
0726,19,30.0,19.0,18.0,22.333333333333332
0726,20,3.0,2.0,5.0,3.3333333333333335
0726,21,0.0,0.0,0.0,0.0
0726,22,0.0,0.0,0.0,0.0
0726,23,0.0,0.0,0.0,0.0
0726,24,0.0,0.0,0.0,0.0
0727,1,0.0,0.0,0.0,0.0
0727,2,0.0,0.0,0.0,0.0
0727,3,0.0,0.0,0.0,0.0
0727,4,1.0,0.0,0.0,0.3333333333333333
0727,5,12.0,1.0,13.0,8.666666666666666
0727,6,83.0,7.0,59.0,49.666666666666664
0727,7,109.0,21.0,104.0,78.0
0727,8,176.0,32.0,169.0,125.66666666666667
0727,9,211.0,48.0,225.0,161.33333333333334
0727,10,163.0,66.0,255.0,161.33333333333334
0727,11,231.0,67.0,237.0,178.33333333333334
0727,12,205.0,92.0,195.0,164.0
0727,13,111.0,69.0,191.0,123.66666666666667
0727,14,182.0,65.0,146.0,131.0
0727,15,231.0,54.0,145.0,143.33333333333334
0727,16,101.0,29.0,111.0,80.33333333333333
0727,17,81.0,26.0,115.0,74.0
0727,18,75.0,19.0,61.0,51.666666666666664
0727,19,28.0,6.0,29.0,21.0
0727,20,5.0,1.0,3.0,3.0
0727,21,0.0,0.0,0.0,0.0
0727,22,0.0,0.0,0.0,0.0
