Day-Month,Hour,Temperature
03-28,18,9.3
03-28,19,8.433333333333334
03-28,20,7.966666666666666
03-28,21,7.633333333333333
03-28,22,7.333333333333333
03-28,23,7.333333333333333
03-29,0,6.966666666666666
03-29,1,7.066666666666666
03-29,2,6.933333333333333
03-29,3,7.233333333333333
03-29,4,7.233333333333333
03-29,5,6.933333333333334
03-29,6,7.1000000000000005
03-29,7,7.966666666666666
03-29,8,8.633333333333333
03-29,9,9.6
03-29,10,10.5
03-29,11,11.733333333333334
03-29,12,12.5
03-29,13,13.233333333333334
03-29,14,13.8
03-29,15,13.866666666666664
03-29,16,13.166666666666666
03-29,17,12.166666666666666
03-29,18,11.033333333333331
03-29,19,10.266666666666666
03-29,20,10.033333333333331
03-29,21,10.3
03-29,22,10.066666666666668
03-29,23,9.766666666666667
03-30,0,9.2
03-30,1,8.833333333333334
03-30,2,8.566666666666666
03-30,3,8.0
03-30,4,7.233333333333333
03-30,5,7.133333333333333
03-30,6,7.933333333333333
03-30,7,9.166666666666666
03-30,8,10.033333333333331
03-30,9,10.833333333333334
03-30,10,11.233333333333334
03-30,11,11.733333333333334
03-30,12,11.233333333333334
03-30,13,11.366666666666667
03-30,14,11.2
03-30,15,11.0
03-30,16,10.866666666666667
03-30,17,9.733333333333334
03-30,18,9.5
03-30,19,8.666666666666666
03-30,20,7.533333333333334
03-30,21,6.766666666666667
03-30,22,6.366666666666667
03-30,23,5.366666666666667
03-31,0,6.166666666666667
03-31,1,6.099999999999999
03-31,2,6.266666666666667
03-31,3,5.9
03-31,4,6.0
03-31,5,6.2
03-31,6,6.366666666666666
03-31,7,7.133333333333334
03-31,8,8.200000000000001
03-31,9,9.433333333333332
03-31,10,10.433333333333332
03-31,11,10.566666666666666
03-31,12,10.333333333333334
03-31,13,10.0
03-31,14,9.366666666666667
03-31,15,9.033333333333331
03-31,16,7.833333333333333
03-31,17,7.466666666666666
03-31,18,7.033333333333334
03-31,19,7.3
03-31,20,7.233333333333334
03-31,21,6.966666666666666
03-31,22,6.633333333333333
03-31,23,6.5
04-01,0,5.833333333333333
04-01,1,5.733333333333334
04-01,2,5.2
04-01,3,5.366666666666667
04-01,4,5.566666666666666
04-01,5,5.7
04-01,6,6.033333333333334
04-01,7,6.466666666666666
04-01,8,7.233333333333334
04-01,9,7.7
04-01,10,8.0
04-01,11,8.366666666666667
04-01,12,8.633333333333333
04-01,13,8.799999999999999
04-01,14,9.433333333333334
04-01,15,9.433333333333334
04-01,16,8.933333333333334
04-01,17,8.4
04-01,18,7.733333333333333
04-01,19,7.233333333333333
04-01,20,6.633333333333333
04-01,21,6.333333333333333
04-01,22,6.2
04-01,23,5.766666666666667
04-02,0,5.366666666666667
04-02,1,4.933333333333334
04-02,2,4.566666666666666
04-02,3,4.233333333333333
04-02,4,3.9666666666666655
04-02,5,3.8
04-02,6,4.5
04-02,7,5.233333333333333
04-02,8,6.033333333333334
04-02,9,6.133333333333333
04-02,10,6.900000000000001
04-02,11,7.6
04-02,12,7.900000000000001
04-02,13,8.433333333333334
04-02,14,8.833333333333334
04-02,15,8.833333333333334
04-02,16,8.799999999999999
04-02,17,8.033333333333333
04-02,18,6.866666666666667
04-02,19,6.166666666666667
04-02,20,4.866666666666667
04-02,21,4.266666666666667
04-02,22,3.733333333333333
04-02,23,2.966666666666667
04-03,0,2.6333333333333333
04-03,1,2.4
04-03,2,2.533333333333333
04-03,3,2.466666666666667
04-03,4,2.1
04-03,5,2.733333333333333
04-03,6,5.166666666666667
04-03,7,6.566666666666666
04-03,8,7.566666666666666
04-03,9,7.666666666666667
04-03,10,8.8
04-03,11,8.633333333333333
04-03,12,9.7
04-03,13,9.166666666666666
04-03,14,9.633333333333333
04-03,15,10.0
04-03,16,9.133333333333333
04-03,17,8.233333333333333
04-03,18,7.233333333333333
04-03,19,6.5
04-03,20,5.733333333333333
04-03,21,5.0
04-03,22,4.5
04-03,23,4.566666666666666
04-04,0,3.866666666666667
04-04,1,3.9666666666666655
04-04,2,3.9333333333333336
04-04,3,4.166666666666667
04-04,4,4.066666666666666
04-04,5,4.766666666666667
04-04,6,6.266666666666666
04-04,7,7.533333333333334
04-04,8,8.133333333333333
04-04,9,8.566666666666666
04-04,10,9.7
04-04,11,10.2
04-04,12,10.566666666666668
04-04,13,10.666666666666666
04-04,14,10.933333333333332
04-04,15,11.0
04-04,16,10.533333333333331
04-04,17,9.966666666666669
04-04,18,9.633333333333333
04-04,19,9.366666666666667
04-04,20,9.133333333333333
04-04,21,8.533333333333333
04-04,22,7.899999999999999
04-04,23,7.3
04-05,0,6.333333333333333
04-05,1,6.033333333333334
04-05,2,5.833333333333333
04-05,3,5.633333333333333
04-05,4,5.900000000000001
04-05,5,6.866666666666667
04-05,6,8.533333333333333
04-05,7,9.833333333333334
04-05,8,10.833333333333334
04-05,9,11.466666666666669
04-05,10,12.2
04-05,11,12.033333333333331
04-05,12,12.633333333333333
04-05,13,13.066666666666668
04-05,14,13.033333333333331
04-05,15,12.800000000000002
04-05,16,12.3
04-05,17,11.533333333333331
04-05,18,10.033333333333331
04-05,19,8.733333333333333
04-05,20,8.133333333333335
04-05,21,7.033333333333332
04-05,22,7.5
04-05,23,7.266666666666666
04-06,0,7.6
04-06,1,8.6
04-06,2,8.633333333333333
04-06,3,8.200000000000001
04-06,4,8.6
04-06,5,9.033333333333331
04-06,6,10.1
04-06,7,10.833333333333334
04-06,8,11.633333333333333
04-06,9,12.2
04-06,10,13.133333333333333
04-06,11,13.666666666666666
04-06,12,13.6
04-06,13,13.833333333333334
04-06,14,13.666666666666666
04-06,15,13.466666666666669
04-06,16,13.133333333333333
04-06,17,12.666666666666666
04-06,18,12.666666666666666
04-06,19,12.466666666666669
04-06,20,12.1
04-06,21,11.3
04-06,22,12.266666666666666
04-06,23,11.733333333333334
04-07,0,11.7
04-07,1,11.166666666666666
04-07,2,10.866666666666667
04-07,3,10.8
04-07,4,10.9
04-07,5,9.633333333333333
04-07,6,9.766666666666667
04-07,7,10.466666666666669
04-07,8,11.766666666666666
04-07,9,12.233333333333334
04-07,10,12.5
04-07,11,13.233333333333334
04-07,12,13.366666666666664
04-07,13,13.7
04-07,14,12.266666666666667
04-07,15,11.466666666666669
04-07,16,11.333333333333334
04-07,17,10.9
04-07,18,10.766666666666666
04-07,19,10.6
04-07,20,10.1
04-07,21,10.033333333333331
04-07,22,9.333333333333334
04-07,23,8.733333333333333
04-08,0,8.366666666666667
04-08,1,7.833333333333333
04-08,2,7.333333333333333
04-08,3,7.133333333333333
04-08,4,7.233333333333333
04-08,5,7.366666666666666
04-08,6,8.033333333333333
04-08,7,8.700000000000001
04-08,8,10.933333333333332
04-08,9,11.833333333333334
04-08,10,12.3
04-08,11,12.9
04-08,12,13.233333333333334
04-08,13,13.466666666666669
04-08,14,13.3
04-08,15,13.3
04-08,16,12.766666666666666
04-08,17,11.8
04-08,18,10.866666666666667
04-08,19,10.133333333333333
04-08,20,9.266666666666667
04-08,21,9.366666666666667
04-08,22,9.333333333333334
04-08,23,9.066666666666666
04-09,0,9.166666666666666
04-09,1,9.0
04-09,2,8.566666666666666
04-09,3,8.533333333333333
04-09,4,8.5
04-09,5,8.200000000000001
04-09,6,8.533333333333333
04-09,7,9.3
04-09,8,9.4
04-09,9,10.233333333333334
04-09,10,10.433333333333334
04-09,11,11.1
04-09,12,11.133333333333333
04-09,13,11.666666666666666
04-09,14,11.433333333333332
04-09,15,11.3
04-09,16,10.433333333333332
04-09,17,9.633333333333333
04-09,18,8.299999999999999
04-09,19,8.233333333333333
04-09,20,8.200000000000001
04-09,21,8.133333333333333
04-09,22,8.133333333333333
04-09,23,7.2
04-10,0,6.233333333333333
04-10,1,6.3
04-10,2,6.566666666666666
04-10,3,6.2
04-10,4,6.233333333333333
04-10,5,6.733333333333333
04-10,6,7.399999999999999
04-10,7,9.366666666666667
04-10,8,10.033333333333331
04-10,9,10.866666666666667
04-10,10,11.866666666666667
04-10,11,13.0
04-10,12,13.433333333333332
04-10,13,12.633333333333333
04-10,14,12.666666666666666
04-10,15,12.533333333333331
04-10,16,12.2
04-10,17,11.366666666666667
04-10,18,10.133333333333333
04-10,19,9.066666666666666
04-10,20,8.4
04-10,21,8.366666666666667
04-10,22,7.5
04-10,23,7.633333333333333
04-11,0,7.633333333333333
04-11,1,7.633333333333333
04-11,2,7.433333333333333
04-11,3,7.033333333333334
04-11,4,7.133333333333333
04-11,5,7.566666666666667
04-11,6,9.133333333333333
04-11,7,10.266666666666666
04-11,8,11.4
04-11,9,11.866666666666667
04-11,10,12.533333333333331
04-11,11,12.933333333333332
04-11,12,13.833333333333334
04-11,13,13.833333333333334
04-11,14,13.9
04-11,15,13.933333333333332
04-11,16,13.533333333333331
04-11,17,12.699999999999998
04-11,18,11.766666666666666
04-11,19,11.800000000000002
04-11,20,11.6
04-11,21,11.3
04-11,22,10.533333333333331
04-11,23,10.233333333333334
04-12,0,10.066666666666668
04-12,1,9.633333333333333
04-12,2,9.533333333333331
04-12,3,9.366666666666667
04-12,4,9.633333333333333
04-12,5,9.9
04-12,6,11.4
04-12,7,12.533333333333331
04-12,8,13.833333333333334
04-12,9,15.1
04-12,10,15.633333333333336
04-12,11,16.233333333333334
04-12,12,16.333333333333332
04-12,13,16.599999999999998
04-12,14,16.566666666666666
04-12,15,16.566666666666666
04-12,16,15.733333333333334
04-12,17,14.7
04-12,18,13.1
04-12,19,13.133333333333333
04-12,20,11.866666666666667
04-12,21,11.533333333333331
04-12,22,11.466666666666669
04-12,23,10.566666666666666
04-13,0,10.033333333333331
04-13,1,11.1
04-13,2,10.0
04-13,3,9.933333333333334
04-13,4,9.733333333333333
04-13,5,10.633333333333333
04-13,6,11.966666666666669
04-13,7,13.0
04-13,8,13.9
04-13,9,14.366666666666667
04-13,10,15.0
04-13,11,15.5
04-13,12,16.366666666666667
04-13,13,16.533333333333335
04-13,14,17.0
04-13,15,16.599999999999998
04-13,16,15.833333333333334
04-13,17,14.833333333333334
04-13,18,14.0
04-13,19,12.833333333333334
04-13,20,11.5
04-13,21,10.066666666666666
04-13,22,9.166666666666666
04-13,23,8.799999999999999
04-14,0,8.299999999999999
04-14,1,7.599999999999999
04-14,2,6.466666666666666
04-14,3,6.566666666666666
04-14,4,6.433333333333333
04-14,5,7.866666666666667
04-14,6,9.8
04-14,7,11.2
04-14,8,12.8
04-14,9,13.833333333333334
04-14,10,14.133333333333336
04-14,11,14.633333333333333
04-14,12,15.466666666666669
04-14,13,15.666666666666666
04-14,14,15.466666666666669
04-14,15,14.366666666666667
04-14,16,14.233333333333334
04-14,17,13.133333333333333
04-14,18,11.333333333333334
04-14,19,9.566666666666666
04-14,20,9.2
04-14,21,8.733333333333333
04-14,22,7.833333333333333
04-14,23,8.433333333333332
04-15,0,7.933333333333334
04-15,1,8.333333333333334
04-15,2,8.0
04-15,3,7.666666666666667
04-15,4,7.333333333333333
04-15,5,7.7
04-15,6,8.9
04-15,7,9.9
04-15,8,10.8
04-15,9,11.133333333333333
04-15,10,11.0
04-15,11,11.233333333333334
04-15,12,9.533333333333331
04-15,13,9.5
04-15,14,9.666666666666666
04-15,15,9.2
04-15,16,9.133333333333333
04-15,17,8.6
04-15,18,7.933333333333334
04-15,19,7.733333333333334
04-15,20,7.766666666666666
04-15,21,7.933333333333334
04-15,22,8.233333333333333
04-15,23,8.1
04-16,0,7.733333333333333
04-16,1,6.5
04-16,2,6.2
04-16,3,6.6000000000000005
04-16,4,6.6000000000000005
04-16,5,7.666666666666667
04-16,6,8.266666666666666
04-16,7,9.0
04-16,8,9.933333333333334
04-16,9,10.933333333333332
04-16,10,11.5
04-16,11,12.166666666666666
04-16,12,12.1
04-16,13,12.333333333333334
04-16,14,12.3
04-16,15,12.2
04-16,16,11.7
04-16,17,10.866666666666667
04-16,18,9.433333333333334
04-16,19,8.466666666666667
04-16,20,8.033333333333333
04-16,21,7.366666666666667
04-16,22,6.8
04-16,23,5.566666666666666
04-17,0,5.4
04-17,1,5.833333333333333
04-17,2,5.8
04-17,3,5.6000000000000005
04-17,4,5.2
04-17,5,6.533333333333334
04-17,6,7.8
04-17,7,8.266666666666667
04-17,8,9.7
04-17,9,10.8
04-17,10,10.466666666666669
04-17,11,11.066666666666668
04-17,12,12.366666666666664
04-17,13,12.866666666666667
04-17,14,13.233333333333334
04-17,15,12.166666666666666
04-17,16,12.6
04-17,17,11.666666666666666
04-17,18,10.0
04-17,19,8.733333333333333
04-17,20,8.200000000000001
04-17,21,7.633333333333333
04-17,22,6.766666666666667
04-17,23,6.433333333333334
04-18,0,6.2
04-18,1,5.3
04-18,2,4.766666666666667
04-18,3,4.666666666666667
04-18,4,4.366666666666667
04-18,5,6.4
04-18,6,8.333333333333334
04-18,7,9.866666666666667
04-18,8,11.5
04-18,9,12.2
04-18,10,12.833333333333334
04-18,11,12.966666666666669
04-18,12,13.866666666666664
04-18,13,14.033333333333331
04-18,14,14.0
04-18,15,13.9
04-18,16,13.733333333333334
04-18,17,12.533333333333331
04-18,18,10.5
04-18,19,9.866666666666667
04-18,20,8.666666666666666
04-18,21,8.166666666666666
04-18,22,7.433333333333334
04-18,23,7.166666666666667
04-19,0,6.766666666666667
04-19,1,6.666666666666667
04-19,2,6.733333333333333
04-19,3,6.966666666666666
04-19,4,7.1000000000000005
04-19,5,8.233333333333333
04-19,6,10.666666666666666
04-19,7,11.6
04-19,8,12.133333333333336
04-19,9,12.9
04-19,10,13.566666666666665
04-19,11,14.066666666666668
04-19,12,14.266666666666666
04-19,13,14.333333333333334
04-19,14,14.2
04-19,15,13.033333333333331
04-19,16,12.733333333333334
04-19,17,11.6
04-19,18,10.6
04-19,19,10.0
04-19,20,9.466666666666669
04-19,21,8.633333333333333
04-19,22,8.033333333333333
04-19,23,7.333333333333333
04-20,0,6.866666666666667
04-20,1,6.433333333333334
04-20,2,6.7
04-20,3,6.7
04-20,4,7.166666666666667
04-20,5,7.599999999999999
04-20,6,8.166666666666666
04-20,7,9.233333333333334
04-20,8,9.766666666666667
04-20,9,10.333333333333334
04-20,10,11.066666666666668
04-20,11,12.0
04-20,12,12.1
04-20,13,12.133333333333333
04-20,14,12.266666666666666
04-20,15,12.266666666666666
04-20,16,11.800000000000002
04-20,17,11.066666666666665
04-20,18,10.2
04-20,19,9.466666666666669
04-20,20,8.933333333333332
04-20,21,8.6
04-20,22,7.933333333333333
04-20,23,7.266666666666667
04-21,0,6.7
04-21,1,6.466666666666666
04-21,2,6.033333333333334
04-21,3,5.3
04-21,4,6.0
04-21,5,6.7
04-21,6,7.866666666666667
04-21,7,9.4
04-21,8,10.766666666666666
04-21,9,11.633333333333333
04-21,10,12.566666666666668
04-21,11,13.433333333333332
04-21,12,13.9
04-21,13,14.266666666666667
04-21,14,14.033333333333331
04-21,15,13.8
04-21,16,12.833333333333334
04-21,17,12.533333333333331
04-21,18,10.533333333333331
04-21,19,9.566666666666666
04-21,20,9.233333333333333
04-21,21,9.066666666666666
04-21,22,7.3
04-21,23,6.3
04-22,0,5.466666666666666
04-22,1,5.066666666666666
04-22,2,4.333333333333333
04-22,3,4.733333333333333
04-22,4,4.9
04-22,5,5.9
04-22,6,8.299999999999999
04-22,7,10.4
04-22,8,12.466666666666669
04-22,9,12.9
04-22,10,13.466666666666669
04-22,11,13.3
04-22,12,12.8
04-22,13,13.0
04-22,14,12.2
04-22,15,11.733333333333334
04-22,16,11.233333333333334
04-22,17,10.833333333333334
04-22,18,9.633333333333333
04-22,19,8.233333333333333
04-22,20,7.266666666666667
04-22,21,7.300000000000001
04-22,22,7.366666666666667
04-22,23,6.866666666666667
04-23,0,6.266666666666667
04-23,1,5.733333333333333
04-23,2,6.033333333333334
04-23,3,5.233333333333333
04-23,4,5.2
04-23,5,7.199999999999999
04-23,6,9.533333333333331
04-23,7,11.2
04-23,8,11.966666666666669
04-23,9,13.2
04-23,10,13.4
04-23,11,14.0
04-23,12,14.7
04-23,13,14.766666666666666
04-23,14,13.566666666666668
04-23,15,11.9
04-23,16,11.466666666666669
04-23,17,11.433333333333332
04-23,18,10.933333333333335
04-23,19,10.366666666666667
04-23,20,9.833333333333334
04-23,21,9.333333333333334
04-23,22,9.033333333333331
04-23,23,8.466666666666667
04-24,0,8.133333333333333
04-24,1,7.433333333333334
04-24,2,7.266666666666667
04-24,3,6.733333333333333
04-24,4,6.933333333333334
04-24,5,7.233333333333334
04-24,6,8.266666666666667
04-24,7,8.333333333333334
04-24,8,10.033333333333331
04-24,9,10.833333333333334
04-24,10,11.366666666666667
04-24,11,11.733333333333334
04-24,12,11.166666666666666
04-24,13,11.1
04-24,14,11.4
04-24,15,10.633333333333333
04-24,16,10.166666666666666
04-24,17,9.533333333333331
04-24,18,8.6
04-24,19,7.866666666666666
04-24,20,7.3
04-24,21,6.433333333333334
04-24,22,5.766666666666666
04-24,23,5.6000000000000005
04-25,0,5.333333333333333
04-25,1,4.533333333333333
04-25,2,5.1000000000000005
04-25,3,4.833333333333333
04-25,4,5.3
04-25,5,5.966666666666666
04-25,6,7.2
04-25,7,7.2
04-25,8,7.433333333333334
04-25,9,7.433333333333334
04-25,10,8.266666666666666
04-25,11,8.766666666666666
04-25,12,9.3
04-25,13,9.2
04-25,14,9.366666666666667
04-25,15,8.766666666666667
04-25,16,8.333333333333334
04-25,17,8.233333333333334
04-25,18,7.366666666666667
04-25,19,7.0
04-25,20,6.966666666666666
04-25,21,6.099999999999999
04-25,22,5.633333333333333
04-25,23,5.6000000000000005
04-26,0,5.199999999999999
04-26,1,4.866666666666666
04-26,2,4.6000000000000005
04-26,3,4.3
04-26,4,4.566666666666666
04-26,5,6.4
04-26,6,7.433333333333334
04-26,7,8.4
04-26,8,9.2
04-26,9,9.666666666666666
04-26,10,9.9
04-26,11,11.066666666666668
04-26,12,11.433333333333332
04-26,13,11.433333333333332
04-26,14,11.366666666666667
04-26,15,11.2
04-26,16,10.733333333333334
04-26,17,9.866666666666667
04-26,18,8.766666666666667
04-26,19,7.399999999999999
04-26,20,5.8
04-26,21,4.6000000000000005
04-26,22,3.766666666666667
04-26,23,3.3666666666666667
04-27,0,3.033333333333333
04-27,1,2.566666666666667
04-27,2,2.1666666666666665
04-27,3,1.9666666666666663
04-27,4,2.7
04-27,5,4.866666666666666
04-27,6,8.4
04-27,7,9.6
04-27,8,10.2
04-27,9,11.133333333333333
04-27,10,11.9
04-27,11,12.4
04-27,12,13.166666666666666
04-27,13,13.566666666666668
04-27,14,13.966666666666669
04-27,15,13.833333333333334
04-27,16,13.2
04-27,17,12.3
04-27,18,11.366666666666667
04-27,19,10.5
04-27,20,9.833333333333334
04-27,21,9.233333333333334
04-27,22,8.533333333333333
04-27,23,7.966666666666666
04-28,0,7.7
04-28,1,7.833333333333333
04-28,2,7.466666666666666
04-28,3,7.333333333333333
04-28,4,8.0
04-28,5,9.233333333333333
04-28,6,10.6
04-28,7,11.666666666666666
04-28,8,11.866666666666667
04-28,9,12.633333333333333
04-28,10,13.5
04-28,11,14.0
04-28,12,14.0
04-28,13,14.1
04-28,14,14.033333333333331
04-28,15,13.4
04-28,16,12.6
04-28,17,11.633333333333333
04-28,18,10.833333333333334
04-28,19,10.133333333333333
04-28,20,8.933333333333334
04-28,21,7.766666666666667
04-28,22,7.5
04-28,23,7.5
04-29,0,6.7
04-29,1,6.733333333333333
04-29,2,6.866666666666666
04-29,3,6.599999999999999
04-29,4,7.0
04-29,5,8.066666666666666
04-29,6,9.566666666666668
04-29,7,10.8
04-29,8,11.633333333333333
04-29,9,12.666666666666666
04-29,10,13.3
04-29,11,14.300000000000002
04-29,12,15.4
04-29,13,15.666666666666666
04-29,14,15.733333333333334
04-29,15,15.6
04-29,16,14.6
04-29,17,13.366666666666667
04-29,18,11.566666666666668
04-29,19,10.2
04-29,20,9.233333333333333
04-29,21,8.633333333333333
04-29,22,7.866666666666667
04-29,23,7.1000000000000005
04-30,0,6.3
04-30,1,5.733333333333334
04-30,2,5.733333333333333
04-30,3,5.733333333333334
04-30,4,7.033333333333334
04-30,5,8.933333333333334
04-30,6,10.766666666666666
04-30,7,11.866666666666667
04-30,8,13.4
04-30,9,13.666666666666666
04-30,10,14.666666666666666
04-30,11,15.533333333333331
04-30,12,16.366666666666664
04-30,13,16.166666666666668
04-30,14,16.333333333333332
04-30,15,16.366666666666664
04-30,16,16.099999999999998
04-30,17,15.166666666666666
04-30,18,13.666666666666666
04-30,19,11.6
04-30,20,10.8
04-30,21,9.866666666666667
04-30,22,10.0
04-30,23,9.3
05-01,0,8.1
05-01,1,7.533333333333334
05-01,2,7.5
05-01,3,7.466666666666666
05-01,4,8.033333333333333
05-01,5,10.066666666666666
05-01,6,12.066666666666668
05-01,7,13.5
05-01,8,14.566666666666668
05-01,9,15.833333333333334
05-01,10,17.0
05-01,11,16.733333333333334
05-01,12,17.166666666666668
05-01,13,17.933333333333334
05-01,14,18.33333333333333
05-01,15,18.53333333333333
05-01,16,17.933333333333334
05-01,17,16.8
05-01,18,15.133333333333333
05-01,19,13.233333333333334
05-01,20,12.766666666666666
05-01,21,11.766666666666666
05-01,22,11.1
05-01,23,10.433333333333332
05-02,0,10.1
05-02,1,9.633333333333333
05-02,2,9.1
05-02,3,8.6
05-02,4,9.166666666666666
05-02,5,11.133333333333333
05-02,6,13.0
05-02,7,13.966666666666669
05-02,8,15.1
05-02,9,16.099999999999998
05-02,10,16.8
05-02,11,17.333333333333332
05-02,12,17.3
05-02,13,18.366666666666667
05-02,14,16.5
05-02,15,16.333333333333332
05-02,16,14.733333333333334
05-02,17,13.433333333333332
05-02,18,11.9
05-02,19,10.933333333333332
05-02,20,10.466666666666669
05-02,21,9.1
05-02,22,8.133333333333333
05-02,23,7.1000000000000005
05-03,0,6.533333333333334
05-03,1,6.266666666666667
05-03,2,6.033333333333334
05-03,3,5.433333333333334
05-03,4,6.5
05-03,5,8.833333333333334
05-03,6,10.2
05-03,7,10.733333333333334
05-03,8,11.566666666666668
05-03,9,12.1
05-03,10,12.9
05-03,11,13.033333333333331
05-03,12,12.7
05-03,13,13.033333333333331
05-03,14,13.066666666666668
05-03,15,13.066666666666668
05-03,16,13.2
05-03,17,12.533333333333331
05-03,18,11.166666666666666
05-03,19,9.933333333333334
05-03,20,9.133333333333333
05-03,21,8.799999999999999
05-03,22,7.900000000000001
05-03,23,7.566666666666666
05-04,0,7.0
05-04,1,6.333333333333333
05-04,2,6.066666666666666
05-04,3,5.566666666666666
05-04,4,5.866666666666667
05-04,5,8.4
05-04,6,10.0
05-04,7,11.8
05-04,8,12.933333333333332
05-04,9,14.533333333333331
05-04,10,15.9
05-04,11,16.833333333333332
05-04,12,17.033333333333335
05-04,13,17.7
05-04,14,18.3
05-04,15,16.53333333333333
05-04,16,15.866666666666667
05-04,17,14.966666666666669
05-04,18,13.833333333333334
05-04,19,12.5
05-04,20,11.733333333333334
05-04,21,11.233333333333334
05-04,22,10.166666666666666
05-04,23,10.033333333333331
05-05,0,10.433333333333334
05-05,1,10.0
05-05,2,8.833333333333334
05-05,3,8.966666666666667
05-05,4,9.6
05-05,5,10.866666666666667
05-05,6,12.233333333333334
05-05,7,13.866666666666664
05-05,8,14.8
05-05,9,14.533333333333331
05-05,10,15.1
05-05,11,15.266666666666667
05-05,12,15.5
05-05,13,15.333333333333334
05-05,14,16.033333333333335
05-05,15,16.533333333333335
05-05,16,16.23333333333333
05-05,17,15.7
05-05,18,13.766666666666666
05-05,19,11.433333333333332
05-05,20,11.166666666666666
05-05,21,9.9
05-05,22,9.233333333333333
05-05,23,9.4
05-06,0,9.133333333333333
05-06,1,8.566666666666666
05-06,2,8.766666666666667
05-06,3,8.1
05-06,4,9.266666666666667
05-06,5,10.566666666666666
05-06,6,12.066666666666668
05-06,7,13.766666666666666
05-06,8,15.633333333333333
05-06,9,17.133333333333333
05-06,10,18.133333333333336
05-06,11,18.9
05-06,12,19.266666666666666
05-06,13,19.066666666666663
05-06,14,19.23333333333333
05-06,15,19.166666666666668
05-06,16,18.933333333333334
05-06,17,16.73333333333333
05-06,18,15.5
05-06,19,13.966666666666669
05-06,20,13.1
05-06,21,12.266666666666666
05-06,22,12.033333333333331
05-06,23,11.833333333333334
05-07,0,11.833333333333334
05-07,1,11.866666666666667
05-07,2,11.566666666666668
05-07,3,11.333333333333334
05-07,4,12.0
05-07,5,13.1
05-07,6,14.633333333333333
05-07,7,15.733333333333334
05-07,8,16.866666666666667
05-07,9,18.03333333333333
05-07,10,18.466666666666665
05-07,11,19.266666666666666
05-07,12,19.466666666666665
05-07,13,19.53333333333333
05-07,14,17.766666666666666
05-07,15,17.066666666666666
05-07,16,16.766666666666666
05-07,17,15.766666666666666
05-07,18,14.666666666666666
05-07,19,13.6
05-07,20,12.733333333333334
05-07,21,12.233333333333334
05-07,22,11.766666666666666
05-07,23,11.3
05-08,0,11.0
05-08,1,10.5
05-08,2,9.9
05-08,3,9.433333333333334
05-08,4,10.066666666666668
05-08,5,11.1
05-08,6,12.133333333333333
05-08,7,12.666666666666666
05-08,8,13.5
05-08,9,14.533333333333331
05-08,10,15.066666666666668
05-08,11,15.933333333333332
05-08,12,16.900000000000002
05-08,13,16.733333333333334
05-08,14,16.900000000000002
05-08,15,16.466666666666665
05-08,16,16.266666666666666
05-08,17,15.566666666666665
05-08,18,14.533333333333331
05-08,19,13.0
05-08,20,12.533333333333331
05-08,21,11.366666666666667
05-08,22,10.633333333333333
05-08,23,9.6
05-09,0,9.0
05-09,1,8.366666666666667
05-09,2,7.8
05-09,3,7.266666666666667
05-09,4,8.733333333333334
05-09,5,11.266666666666666
05-09,6,13.566666666666668
05-09,7,15.0
05-09,8,16.133333333333333
05-09,9,16.599999999999998
05-09,10,17.166666666666668
05-09,11,17.433333333333334
05-09,12,17.733333333333334
05-09,13,17.8
05-09,14,18.1
05-09,15,18.066666666666663
05-09,16,18.0
05-09,17,16.833333333333332
05-09,18,15.333333333333334
05-09,19,13.2
05-09,20,12.3
05-09,21,11.833333333333334
05-09,22,11.4
05-09,23,10.466666666666669
05-10,0,10.166666666666666
05-10,1,9.833333333333334
05-10,2,10.433333333333334
05-10,3,10.666666666666666
05-10,4,11.5
05-10,5,13.1
05-10,6,15.0
05-10,7,16.333333333333332
05-10,8,17.366666666666667
05-10,9,18.03333333333333
05-10,10,18.666666666666668
05-10,11,19.4
05-10,12,18.23333333333333
05-10,13,18.2
05-10,14,17.8
05-10,15,17.666666666666668
05-10,16,17.133333333333333
05-10,17,16.666666666666668
05-10,18,15.766666666666667
05-10,19,14.8
05-10,20,14.266666666666666
05-10,21,13.766666666666666
05-10,22,13.333333333333334
05-10,23,13.1
05-11,0,12.9
05-11,1,12.4
05-11,2,11.966666666666669
05-11,3,11.8
05-11,4,12.0
05-11,5,12.466666666666669
05-11,6,13.733333333333334
05-11,7,15.166666666666666
05-11,8,16.466666666666665
05-11,9,17.53333333333333
05-11,10,18.3
05-11,11,18.03333333333333
05-11,12,18.466666666666665
05-11,13,19.0
05-11,14,19.066666666666663
05-11,15,19.066666666666663
05-11,16,18.366666666666667
05-11,17,17.866666666666667
05-11,18,16.866666666666667
05-11,19,15.3
05-11,20,14.533333333333331
05-11,21,14.333333333333334
05-11,22,13.3
05-11,23,12.533333333333331
05-12,0,12.333333333333334
05-12,1,11.966666666666669
05-12,2,11.633333333333333
05-12,3,11.266666666666666
05-12,4,12.0
05-12,5,13.266666666666666
05-12,6,14.6
05-12,7,16.03333333333333
05-12,8,17.766666666666666
05-12,9,18.8
05-12,10,19.7
05-12,11,20.3
05-12,12,20.83333333333333
05-12,13,20.933333333333334
05-12,14,21.0
05-12,15,21.433333333333334
05-12,16,19.03333333333333
05-12,17,18.8
05-12,18,17.633333333333333
05-12,19,16.1
05-12,20,16.166666666666668
05-12,21,15.0
05-12,22,15.166666666666666
