Day-Month,Hour,Temperature
07-07,6,16.7
07-07,7,18.133333333333333
07-07,8,18.566666666666663
07-07,9,19.7
07-07,10,20.133333333333333
07-07,11,20.266666666666666
07-07,12,20.8
07-07,13,20.73333333333333
07-07,14,19.566666666666663
07-07,15,19.53333333333333
07-07,16,19.9
07-07,17,19.5
07-07,18,18.7
07-07,19,17.599999999999998
07-07,20,16.866666666666667
07-07,21,16.633333333333333
07-07,22,16.400000000000002
07-07,23,15.800000000000002
07-08,0,14.8
07-08,1,14.0
07-08,2,13.233333333333334
07-08,3,12.966666666666669
07-08,4,14.866666666666667
07-08,5,16.633333333333333
07-08,6,18.2
07-08,7,19.83333333333333
07-08,8,21.03333333333333
07-08,9,22.5
07-08,10,23.866666666666664
07-08,11,24.6
07-08,12,24.96666666666667
07-08,13,25.23333333333333
07-08,14,24.83333333333333
07-08,15,24.666666666666668
07-08,16,24.666666666666668
07-08,17,24.133333333333336
07-08,18,22.53333333333333
07-08,19,20.166666666666668
07-08,20,18.8
07-08,21,18.166666666666668
07-08,22,17.2
07-08,23,16.599999999999998
07-09,0,16.166666666666668
07-09,1,15.9
07-09,2,15.933333333333332
07-09,3,16.0
07-09,4,16.900000000000002
07-09,5,19.566666666666663
07-09,6,21.566666666666663
07-09,7,22.23333333333333
07-09,8,23.433333333333334
07-09,9,24.066666666666663
07-09,10,24.4
07-09,11,24.83333333333333
07-09,12,24.83333333333333
07-09,13,23.73333333333333
07-09,14,22.633333333333336
07-09,15,22.166666666666668
07-09,16,21.766666666666666
07-09,17,19.53333333333333
07-09,18,18.3
07-09,19,17.8
07-09,20,17.333333333333332
07-09,21,17.2
07-09,22,17.066666666666666
07-09,23,16.633333333333333
07-10,0,16.0
07-10,1,15.866666666666664
07-10,2,15.133333333333333
07-10,3,15.7
07-10,4,16.333333333333332
07-10,5,17.333333333333332
07-10,6,18.4
07-10,7,19.1
07-10,8,20.23333333333333
07-10,9,21.066666666666663
07-10,10,21.566666666666663
07-10,11,21.666666666666668
07-10,12,21.933333333333337
07-10,13,21.96666666666667
07-10,14,22.766666666666666
07-10,15,22.266666666666666
07-10,16,21.83333333333333
07-10,17,21.4
07-10,18,20.4
07-10,19,18.666666666666668
07-10,20,17.099999999999998
07-10,21,16.266666666666666
07-10,22,15.9
07-10,23,15.666666666666666
07-11,0,15.766666666666666
07-11,1,15.566666666666668
07-11,2,15.233333333333334
07-11,3,15.133333333333336
07-11,4,15.766666666666667
07-11,5,16.933333333333334
07-11,6,18.4
07-11,7,20.0
07-11,8,20.633333333333333
07-11,9,21.066666666666663
07-11,10,21.53333333333333
07-11,11,22.133333333333336
07-11,12,22.666666666666668
07-11,13,23.166666666666668
07-11,14,23.33333333333333
07-11,15,23.133333333333336
07-11,16,22.33333333333333
07-11,17,21.433333333333334
07-11,18,20.2
07-11,19,18.73333333333333
07-11,20,16.46666666666667
07-11,21,15.4
07-11,22,14.833333333333334
07-11,23,14.433333333333332
07-12,0,14.433333333333332
07-12,1,14.166666666666666
07-12,2,13.866666666666664
07-12,3,13.833333333333334
07-12,4,15.166666666666666
07-12,5,16.3
07-12,6,17.2
07-12,7,18.4
07-12,8,18.73333333333333
07-12,9,19.4
07-12,10,19.666666666666668
07-12,11,20.633333333333333
07-12,12,20.4
07-12,13,20.866666666666664
07-12,14,21.066666666666663
07-12,15,20.966666666666665
07-12,16,20.6
07-12,17,19.83333333333333
07-12,18,19.4
07-12,19,18.1
07-12,20,17.966666666666665
07-12,21,17.900000000000002
07-12,22,17.366666666666664
07-12,23,16.466666666666665
07-13,0,16.533333333333335
07-13,1,16.53333333333333
07-13,2,16.433333333333334
07-13,3,16.333333333333332
07-13,4,16.9
07-13,5,17.866666666666667
07-13,6,18.1
07-13,7,18.766666666666666
07-13,8,19.566666666666663
07-13,9,20.4
07-13,10,21.1
07-13,11,20.666666666666668
07-13,12,21.266666666666666
07-13,13,21.0
07-13,14,20.8
07-13,15,20.466666666666665
07-13,16,19.566666666666663
07-13,17,18.866666666666664
07-13,18,18.066666666666663
07-13,19,16.733333333333334
07-13,20,15.633333333333333
07-13,21,14.533333333333331
07-13,22,13.5
07-13,23,13.266666666666666
07-14,0,12.8
07-14,1,12.5
07-14,2,12.5
07-14,3,12.466666666666669
07-14,4,13.8
07-14,5,15.800000000000002
07-14,6,17.066666666666666
07-14,7,18.066666666666663
07-14,8,19.2
07-14,9,20.366666666666667
07-14,10,20.4
07-14,11,20.366666666666667
07-14,12,21.433333333333334
07-14,13,21.566666666666663
07-14,14,21.53333333333333
07-14,15,21.46666666666667
07-14,16,20.766666666666666
07-14,17,20.433333333333334
07-14,18,19.433333333333334
07-14,19,18.266666666666666
07-14,20,17.466666666666665
07-14,21,16.066666666666666
07-14,22,16.133333333333336
07-14,23,15.766666666666666
07-15,0,14.566666666666668
07-15,1,13.866666666666667
07-15,2,12.733333333333334
07-15,3,13.266666666666666
07-15,4,15.5
07-15,5,17.46666666666667
07-15,6,19.0
07-15,7,19.933333333333334
07-15,8,20.9
07-15,9,21.866666666666664
07-15,10,21.83333333333333
07-15,11,22.566666666666663
07-15,12,22.933333333333334
07-15,13,23.366666666666664
07-15,14,23.73333333333333
07-15,15,20.8
07-15,16,21.366666666666664
07-15,17,20.96666666666667
07-15,18,19.4
07-15,19,19.0
07-15,20,18.166666666666668
07-15,21,17.53333333333333
07-15,22,16.466666666666665
07-15,23,17.03333333333333
07-16,0,16.733333333333334
07-16,1,16.833333333333332
07-16,2,16.566666666666666
07-16,3,16.733333333333334
07-16,4,16.8
07-16,5,17.066666666666666
07-16,6,17.866666666666664
07-16,7,18.633333333333336
07-16,8,18.8
07-16,9,19.53333333333333
07-16,10,20.0
07-16,11,20.33333333333333
07-16,12,19.433333333333334
07-16,13,20.73333333333333
07-16,14,20.433333333333334
07-16,15,19.8
07-16,16,19.73333333333333
07-16,17,19.366666666666667
07-16,18,18.7
07-16,19,17.599999999999998
07-16,20,16.233333333333334
07-16,21,15.633333333333333
07-16,22,14.766666666666666
07-16,23,14.3
07-17,0,13.766666666666666
07-17,1,13.333333333333334
07-17,2,12.933333333333332
07-17,3,12.833333333333334
07-17,4,13.733333333333334
07-17,5,15.9
07-17,6,17.466666666666665
07-17,7,18.4
07-17,8,19.166666666666668
07-17,9,19.433333333333334
07-17,10,20.53333333333333
07-17,11,21.5
07-17,12,21.6
07-17,13,21.9
07-17,14,22.0
07-17,15,21.96666666666667
07-17,16,22.33333333333333
07-17,17,21.633333333333336
07-17,18,20.1
07-17,19,17.599999999999998
07-17,20,15.566666666666668
07-17,21,13.933333333333332
07-17,22,13.633333333333333
07-17,23,12.7
07-18,0,12.933333333333332
07-18,1,11.833333333333334
07-18,2,11.666666666666666
07-18,3,11.366666666666667
07-18,4,14.1
07-18,5,16.53333333333333
07-18,6,19.1
07-18,7,21.0
07-18,8,22.6
07-18,9,23.5
07-18,10,24.7
07-18,11,25.633333333333336
07-18,12,26.23333333333333
07-18,13,26.566666666666663
07-18,14,26.96666666666667
07-18,15,26.766666666666666
07-18,16,26.4
07-18,17,25.266666666666666
07-18,18,22.866666666666664
07-18,19,20.23333333333333
07-18,20,18.3
07-18,21,17.3
07-18,22,16.26666666666667
07-18,23,15.666666666666666
07-19,0,15.266666666666666
07-19,1,14.7
07-19,2,14.166666666666666
07-19,3,14.433333333333332
07-19,4,16.133333333333333
07-19,5,19.466666666666665
07-19,6,21.766666666666666
07-19,7,22.866666666666664
07-19,8,23.566666666666663
07-19,9,24.566666666666663
07-19,10,25.933333333333337
07-19,11,27.2
07-19,12,27.53333333333333
07-19,13,27.6
07-19,14,27.53333333333333
07-19,15,27.83333333333333
07-19,16,27.433333333333334
07-19,17,26.6
07-19,18,24.83333333333333
07-19,19,20.96666666666667
07-19,20,19.53333333333333
07-19,21,21.23333333333333
07-19,22,20.266666666666666
07-19,23,19.4
07-20,0,18.5
07-20,1,17.333333333333332
07-20,2,16.900000000000002
07-20,3,16.3
07-20,4,17.8
07-20,5,20.366666666666667
07-20,6,21.366666666666664
07-20,7,22.766666666666666
07-20,8,23.866666666666664
07-20,9,24.53333333333333
07-20,10,24.933333333333334
07-20,11,25.33333333333333
07-20,12,24.566666666666663
07-20,13,24.8
07-20,14,25.03333333333333
07-20,15,25.3
07-20,16,24.23333333333333
07-20,17,23.433333333333334
07-20,18,21.9
07-20,19,20.133333333333333
07-20,20,18.6
07-20,21,18.73333333333333
07-20,22,17.633333333333333
07-20,23,16.7
07-21,0,16.633333333333336
07-21,1,16.400000000000002
07-21,2,15.966666666666669
07-21,3,15.733333333333334
07-21,4,16.7
07-21,5,17.566666666666666
07-21,6,19.166666666666668
07-21,7,18.83333333333333
07-21,8,19.366666666666664
07-21,9,19.9
07-21,10,19.6
07-21,11,18.766666666666666
07-21,12,19.03333333333333
07-21,13,20.03333333333333
07-21,14,19.73333333333333
07-21,15,19.066666666666663
07-21,16,18.8
07-21,17,17.966666666666665
07-21,18,17.3
07-21,19,16.233333333333334
07-21,20,15.666666666666666
07-21,21,15.033333333333331
07-21,22,14.433333333333332
07-21,23,14.366666666666667
07-22,0,14.2
07-22,1,13.666666666666666
07-22,2,12.933333333333332
07-22,3,12.833333333333334
07-22,4,14.5
07-22,5,16.133333333333336
07-22,6,17.53333333333333
07-22,7,18.4
07-22,8,19.03333333333333
07-22,9,19.266666666666666
07-22,10,19.866666666666667
07-22,11,19.46666666666667
07-22,12,20.0
07-22,13,19.9
07-22,14,20.3
07-22,15,20.1
07-22,16,20.166666666666668
07-22,17,19.1
07-22,18,18.2
07-22,19,17.400000000000002
07-22,20,17.099999999999998
07-22,21,16.6
07-22,22,16.033333333333335
07-22,23,15.766666666666666
07-23,0,15.466666666666669
07-23,1,15.133333333333333
07-23,2,14.833333333333334
07-23,3,14.866666666666667
07-23,4,15.7
07-23,5,16.733333333333334
07-23,6,17.099999999999998
07-23,7,17.7
07-23,8,18.33333333333333
07-23,9,19.1
07-23,10,20.3
07-23,11,21.0
07-23,12,21.666666666666668
07-23,13,22.766666666666666
07-23,14,23.03333333333333
07-23,15,22.666666666666668
07-23,16,22.2
07-23,17,21.1
07-23,18,20.0
07-23,19,18.33333333333333
07-23,20,17.5
07-23,21,16.933333333333334
07-23,22,16.733333333333334
07-23,23,16.366666666666667
07-24,0,16.266666666666666
07-24,1,16.166666666666668
07-24,2,15.933333333333332
07-24,3,15.766666666666666
07-24,4,16.2
07-24,5,17.766666666666666
07-24,6,18.866666666666664
07-24,7,19.633333333333333
07-24,8,20.33333333333333
07-24,9,21.3
07-24,10,22.266666666666666
07-24,11,22.53333333333333
07-24,12,22.1
07-24,13,22.96666666666667
07-24,14,23.1
07-24,15,22.633333333333336
07-24,16,21.933333333333334
07-24,17,21.633333333333336
07-24,18,20.566666666666663
07-24,19,18.4
07-24,20,16.833333333333332
07-24,21,15.6
07-24,22,15.1
07-24,23,14.566666666666668
07-25,0,14.233333333333334
07-25,1,13.666666666666666
07-25,2,13.6
07-25,3,14.733333333333334
07-25,4,15.9
07-25,5,17.3
07-25,6,18.3
07-25,7,19.266666666666666
07-25,8,19.866666666666664
07-25,9,20.633333333333333
07-25,10,20.933333333333334
07-25,11,20.96666666666667
07-25,12,22.166666666666668
07-25,13,21.766666666666666
07-25,14,21.46666666666667
07-25,15,21.133333333333333
07-25,16,20.0
07-25,17,19.433333333333334
07-25,18,18.133333333333333
07-25,19,17.533333333333335
07-25,20,17.066666666666666
07-25,21,16.866666666666664
07-25,22,16.7
07-25,23,16.566666666666666
07-26,0,15.833333333333334
07-26,1,15.533333333333331
07-26,2,14.966666666666669
07-26,3,15.0
07-26,4,15.666666666666666
07-26,5,15.7
07-26,6,15.633333333333333
07-26,7,17.233333333333334
07-26,8,18.133333333333336
07-26,9,18.666666666666668
07-26,10,19.433333333333334
07-26,11,19.53333333333333
07-26,12,20.46666666666667
07-26,13,20.33333333333333
07-26,14,20.433333333333334
07-26,15,19.966666666666665
07-26,16,19.53333333333333
07-26,17,18.73333333333333
07-26,18,17.3
07-26,19,16.266666666666666
07-26,20,14.633333333333333
07-26,21,14.066666666666668
07-26,22,12.866666666666667
07-26,23,12.233333333333334
07-27,0,11.933333333333332
07-27,1,11.566666666666668
07-27,2,11.1
07-27,3,11.5
07-27,4,12.566666666666668
07-27,5,15.3
07-27,6,16.766666666666666
07-27,7,17.966666666666665
07-27,8,18.8
07-27,9,19.5
07-27,10,19.466666666666665
07-27,11,20.066666666666663
07-27,12,20.066666666666663
07-27,13,20.33333333333333
07-27,14,20.266666666666666
07-27,15,19.73333333333333
07-27,16,19.366666666666667
07-27,17,19.03333333333333
07-27,18,18.46666666666667
07-27,19,17.599999999999998
07-27,20,16.766666666666666
07-27,21,16.099999999999998
07-27,22,15.966666666666669
07-27,23,15.733333333333334
07-28,0,15.466666666666669
07-28,1,15.033333333333331
07-28,2,15.033333333333331
07-28,3,14.5
07-28,4,14.833333333333334
07-28,5,16.400000000000002
07-28,6,17.333333333333332
07-28,7,18.4
07-28,8,19.933333333333334
07-28,9,20.6
07-28,10,21.3
07-28,11,21.666666666666668
07-28,12,21.96666666666667
07-28,13,22.3
07-28,14,22.46666666666667
07-28,15,21.9
07-28,16,20.766666666666666
07-28,17,20.4
07-28,18,19.566666666666663
07-28,19,18.53333333333333
07-28,20,17.7
07-28,21,16.266666666666666
07-28,22,15.5
07-28,23,15.0
07-29,0,14.733333333333334
07-29,1,14.5
07-29,2,14.266666666666666
07-29,3,13.966666666666669
07-29,4,14.733333333333334
07-29,5,16.366666666666667
07-29,6,18.03333333333333
07-29,7,19.166666666666668
07-29,8,20.46666666666667
07-29,9,20.866666666666667
07-29,10,21.1
07-29,11,22.133333333333336
07-29,12,23.03333333333333
07-29,13,23.633333333333336
07-29,14,23.933333333333334
07-29,15,23.7
07-29,16,23.666666666666668
07-29,17,22.8
07-29,18,21.066666666666663
07-29,19,18.2
07-29,20,17.333333333333332
07-29,21,17.133333333333333
07-29,22,16.366666666666667
07-29,23,16.333333333333332
07-30,0,15.6
07-30,1,14.7
07-30,2,14.3
07-30,3,13.5
07-30,4,14.633333333333333
07-30,5,17.266666666666666
07-30,6,18.5
07-30,7,20.0
07-30,8,21.666666666666668
07-30,9,22.5
07-30,10,23.766666666666666
07-30,11,23.8
07-30,12,24.33333333333333
07-30,13,24.266666666666666
07-30,14,24.1
07-30,15,23.866666666666664
07-30,16,23.166666666666668
07-30,17,22.266666666666666
07-30,18,20.866666666666667
07-30,19,20.03333333333333
07-30,20,18.766666666666666
07-30,21,18.066666666666663
07-30,22,17.7
07-30,23,17.0
07-31,0,16.766666666666666
07-31,1,16.8
07-31,2,16.400000000000002
07-31,3,16.433333333333334
07-31,4,17.0
07-31,5,17.400000000000002
07-31,6,18.23333333333333
07-31,7,18.933333333333334
07-31,8,19.6
07-31,9,20.2
07-31,10,20.866666666666667
07-31,11,21.33333333333333
07-31,12,21.9
07-31,13,21.866666666666664
07-31,14,21.866666666666664
07-31,15,21.4
07-31,16,21.1
07-31,17,20.7
07-31,18,20.266666666666666
07-31,19,19.666666666666668
07-31,20,19.33333333333333
07-31,21,18.73333333333333
07-31,22,17.8
07-31,23,17.533333333333335
08-01,0,16.933333333333334
08-01,1,16.7
08-01,2,16.599999999999998
08-01,3,16.3
08-01,4,16.533333333333335
08-01,5,16.933333333333334
08-01,6,17.666666666666668
08-01,7,18.133333333333333
08-01,8,18.866666666666664
08-01,9,19.8
08-01,10,20.03333333333333
08-01,11,20.566666666666663
08-01,12,20.7
08-01,13,21.33333333333333
08-01,14,21.133333333333333
08-01,15,20.466666666666665
08-01,16,20.7
08-01,17,20.3
08-01,18,19.266666666666666
08-01,19,17.433333333333334
08-01,20,16.466666666666665
08-01,21,15.466666666666669
08-01,22,14.833333333333334
08-01,23,14.2
08-02,0,13.933333333333332
08-02,1,14.4
08-02,2,14.633333333333333
08-02,3,14.466666666666669
08-02,4,15.066666666666668
08-02,5,15.866666666666667
08-02,6,17.099999999999998
08-02,7,18.666666666666668
08-02,8,19.7
08-02,9,21.6
08-02,10,23.03333333333333
08-02,11,23.666666666666668
08-02,12,24.133333333333336
08-02,13,24.0
08-02,14,24.4
08-02,15,23.1
08-02,16,23.23333333333333
08-02,17,22.9
08-02,18,20.933333333333334
08-02,19,19.366666666666664
08-02,20,18.633333333333333
08-02,21,17.733333333333334
08-02,22,17.3
08-02,23,17.266666666666666
08-03,0,16.933333333333334
08-03,1,17.033333333333335
08-03,2,17.2
08-03,3,17.03333333333333
08-03,4,17.53333333333333
08-03,5,18.366666666666667
08-03,6,19.1
08-03,7,20.4
08-03,8,21.566666666666663
08-03,9,22.7
08-03,10,23.133333333333336
08-03,11,23.73333333333333
08-03,12,23.266666666666666
08-03,13,24.100000000000005
08-03,14,23.4
08-03,15,22.166666666666668
08-03,16,21.766666666666666
08-03,17,21.766666666666666
08-03,18,21.133333333333336
08-03,19,19.666666666666668
08-03,20,18.5
08-03,21,17.833333333333332
08-03,22,17.433333333333334
08-03,23,16.633333333333333
08-04,0,16.266666666666666
08-04,1,15.933333333333332
08-04,2,15.933333333333332
08-04,3,15.466666666666669
08-04,4,16.099999999999998
08-04,5,17.433333333333334
08-04,6,18.6
08-04,7,19.0
08-04,8,19.7
08-04,9,20.866666666666667
08-04,10,21.03333333333333
08-04,11,21.866666666666664
08-04,12,21.8
08-04,13,21.866666666666664
08-04,14,21.6
08-04,15,21.7
08-04,16,20.73333333333333
08-04,17,19.633333333333336
08-04,18,18.83333333333333
08-04,19,17.3
08-04,20,16.833333333333332
08-04,21,16.166666666666668
08-04,22,15.933333333333335
08-04,23,15.433333333333335
08-05,0,15.9
08-05,1,15.9
08-05,2,15.833333333333334
08-05,3,15.8
08-05,4,15.066666666666668
08-05,5,16.5
08-05,6,17.533333333333335
08-05,7,18.966666666666665
08-05,8,19.83333333333333
08-05,9,19.633333333333333
08-05,10,20.23333333333333
08-05,11,20.466666666666665
08-05,12,20.1
08-05,13,19.96666666666667
08-05,14,19.6
08-05,15,19.766666666666666
08-05,16,19.46666666666667
08-05,17,18.83333333333333
08-05,18,17.133333333333333
08-05,19,15.5
08-05,20,14.066666666666668
08-05,21,13.033333333333331
08-05,22,12.666666666666666
08-05,23,12.166666666666666
08-06,0,11.966666666666669
08-06,1,11.8
08-06,2,11.733333333333334
08-06,3,11.633333333333333
08-06,4,12.8
08-06,5,15.033333333333331
08-06,6,17.333333333333332
08-06,7,18.266666666666666
08-06,8,19.4
08-06,9,19.76666666666667
08-06,10,21.1
08-06,11,21.33333333333333
08-06,12,21.766666666666666
08-06,13,22.03333333333333
08-06,14,21.633333333333336
08-06,15,21.5
08-06,16,20.366666666666664
08-06,17,19.633333333333336
08-06,18,18.33333333333333
08-06,19,16.633333333333333
08-06,20,16.3
08-06,21,15.0
08-06,22,14.166666666666666
08-06,23,13.366666666666667
08-07,0,13.4
08-07,1,13.966666666666669
08-07,2,14.166666666666666
08-07,3,13.633333333333333
08-07,4,14.033333333333331
08-07,5,15.5
08-07,6,16.96666666666667
08-07,7,17.599999999999998
08-07,8,18.633333333333333
08-07,9,19.466666666666665
08-07,10,19.83333333333333
08-07,11,20.9
08-07,12,20.8
08-07,13,21.4
08-07,14,20.933333333333334
08-07,15,20.23333333333333
08-07,16,19.566666666666663
08-07,17,19.466666666666665
08-07,18,18.23333333333333
08-07,19,16.833333333333332
08-07,20,15.633333333333336
08-07,21,14.933333333333332
08-07,22,14.6
08-07,23,14.466666666666669
08-08,0,14.333333333333334
08-08,1,14.0
08-08,2,13.733333333333334
08-08,3,13.6
08-08,4,13.966666666666669
08-08,5,15.933333333333332
08-08,6,17.96666666666667
08-08,7,19.0
08-08,8,19.03333333333333
08-08,9,19.4
08-08,10,20.5
08-08,11,20.73333333333333
08-08,12,21.3
08-08,13,21.53333333333333
08-08,14,21.866666666666664
08-08,15,21.53333333333333
08-08,16,20.53333333333333
08-08,17,19.9
08-08,18,18.433333333333334
08-08,19,17.7
08-08,20,16.933333333333334
08-08,21,16.633333333333333
08-08,22,16.400000000000002
08-08,23,15.266666666666666
08-09,0,14.9
08-09,1,15.3
08-09,2,15.3
08-09,3,15.8
08-09,4,15.666666666666666
08-09,5,16.5
08-09,6,17.5
08-09,7,18.633333333333333
08-09,8,19.466666666666665
08-09,9,20.6
08-09,10,21.6
08-09,11,22.366666666666664
08-09,12,22.9
08-09,13,23.03333333333333
08-09,14,22.4
08-09,15,22.166666666666668
08-09,16,21.6
08-09,17,20.866666666666664
08-09,18,19.33333333333333
08-09,19,17.26666666666667
08-09,20,15.7
08-09,21,14.9
08-09,22,14.966666666666669
08-09,23,15.566666666666668
08-10,0,15.333333333333334
08-10,1,14.5
08-10,2,14.133333333333333
08-10,3,14.033333333333331
08-10,4,14.533333333333331
08-10,5,16.733333333333334
08-10,6,18.566666666666663
08-10,7,19.666666666666668
08-10,8,21.133333333333336
08-10,9,22.83333333333333
08-10,10,23.566666666666663
08-10,11,24.2
08-10,12,24.96666666666667
08-10,13,25.133333333333336
08-10,14,25.1
08-10,15,25.33333333333333
08-10,16,24.83333333333333
08-10,17,24.0
08-10,18,22.5
08-10,19,20.566666666666663
08-10,20,18.9
08-10,21,17.900000000000002
08-10,22,17.733333333333334
08-10,23,16.866666666666664
08-11,0,16.633333333333333
08-11,1,16.666666666666668
08-11,2,15.466666666666669
08-11,3,14.533333333333331
08-11,4,15.466666666666669
08-11,5,18.2
08-11,6,20.73333333333333
08-11,7,22.666666666666668
08-11,8,24.73333333333333
08-11,9,26.166666666666668
08-11,10,27.066666666666663
08-11,11,27.866666666666664
08-11,12,28.3
08-11,13,28.03333333333333
08-11,14,27.23333333333333
08-11,15,26.766666666666666
08-11,16,26.33333333333333
08-11,17,25.0
08-11,18,23.7
08-11,19,22.066666666666663
08-11,20,21.066666666666663
08-11,21,20.46666666666667
08-11,22,19.53333333333333
08-11,23,18.633333333333336
08-12,0,17.966666666666665
08-12,1,17.400000000000002
08-12,2,17.666666666666668
08-12,3,17.466666666666665
08-12,4,17.433333333333334
08-12,5,19.166666666666668
08-12,6,20.566666666666663
08-12,7,22.5
08-12,8,23.33333333333333
08-12,9,24.866666666666664
08-12,10,26.4
08-12,11,27.633333333333336
08-12,12,28.1
08-12,13,28.133333333333336
08-12,14,28.066666666666663
08-12,15,28.066666666666663
08-12,16,27.73333333333333
08-12,17,26.633333333333336
08-12,18,24.0
08-12,19,21.6
08-12,20,19.6
08-12,21,19.866666666666667
08-12,22,19.0
08-12,23,19.566666666666663
08-13,0,18.133333333333333
08-13,1,17.366666666666667
08-13,2,16.533333333333335
08-13,3,16.0
08-13,4,16.966666666666665
08-13,5,19.73333333333333
08-13,6,21.53333333333333
08-13,7,22.866666666666664
08-13,8,24.4
08-13,9,25.46666666666667
08-13,10,26.166666666666668
08-13,11,27.166666666666668
08-13,12,27.3
08-13,13,27.0
08-13,14,26.83333333333333
08-13,15,26.666666666666668
08-13,16,25.666666666666668
08-13,17,24.73333333333333
08-13,18,21.566666666666663
08-13,19,19.33333333333333
08-13,20,17.633333333333333
08-13,21,16.900000000000002
08-13,22,16.066666666666666
08-13,23,16.066666666666666
08-14,0,16.666666666666668
08-14,1,16.0
08-14,2,15.233333333333334
08-14,3,15.233333333333334
08-14,4,15.6
08-14,5,18.133333333333336
08-14,6,20.53333333333333
08-14,7,22.666666666666668
08-14,8,23.633333333333336
08-14,9,25.066666666666663
08-14,10,25.433333333333334
08-14,11,26.166666666666668
08-14,12,26.666666666666668
08-14,13,26.4
08-14,14,25.96666666666667
08-14,15,26.0
08-14,16,25.7
08-14,17,24.566666666666663
08-14,18,22.6
08-14,19,20.73333333333333
08-14,20,19.53333333333333
08-14,21,19.0
08-14,22,19.366666666666664
08-14,23,18.2
08-15,0,18.666666666666668
08-15,1,18.6
08-15,2,18.4
08-15,3,18.3
08-15,4,18.03333333333333
08-15,5,19.73333333333333
08-15,6,20.9
08-15,7,21.666666666666668
08-15,8,22.96666666666667
08-15,9,22.6
08-15,10,23.0
08-15,11,23.266666666666666
08-15,12,23.5
08-15,13,23.866666666666664
08-15,14,24.7
08-15,15,24.46666666666667
08-15,16,23.7
08-15,17,22.96666666666667
08-15,18,21.03333333333333
08-15,19,18.83333333333333
08-15,20,17.6
08-15,21,17.133333333333333
08-15,22,16.866666666666667
08-15,23,16.433333333333334
08-16,0,15.9
08-16,1,15.7
08-16,2,15.733333333333334
08-16,3,15.4
08-16,4,15.3
08-16,5,18.1
08-16,6,19.6
08-16,7,20.266666666666666
08-16,8,21.166666666666668
08-16,9,22.266666666666666
08-16,10,22.633333333333336
08-16,11,23.46666666666667
08-16,12,23.23333333333333
08-16,13,23.33333333333333
08-16,14,23.23333333333333
08-16,15,22.23333333333333
08-16,16,22.133333333333336
08-16,17,21.3
08-16,18,20.566666666666663
08-16,19,19.1
08-16,20,18.1
08-16,21,17.633333333333336
08-16,22,17.433333333333334
08-16,23,17.133333333333336
08-17,0,16.833333333333332
08-17,1,16.833333333333332
08-17,2,16.5
08-17,3,16.366666666666667
08-17,4,16.333333333333332
08-17,5,17.066666666666666
08-17,6,18.23333333333333
08-17,7,19.1
08-17,8,19.73333333333333
08-17,9,19.96666666666667
08-17,10,20.3
08-17,11,20.4
08-17,12,20.7
08-17,13,20.6
08-17,14,21.066666666666663
08-17,15,20.96666666666667
08-17,16,20.76666666666667
08-17,17,20.2
08-17,18,18.8
08-17,19,17.2
08-17,20,17.266666666666666
08-17,21,16.933333333333334
08-17,22,16.433333333333334
08-17,23,16.400000000000002
08-18,0,16.033333333333335
08-18,1,15.5
08-18,2,15.333333333333334
08-18,3,15.566666666666668
08-18,4,15.6
08-18,5,16.433333333333334
08-18,6,17.766666666666666
08-18,7,19.466666666666665
08-18,8,20.966666666666665
08-18,9,21.633333333333336
08-18,10,22.1
08-18,11,23.4
08-18,12,23.4
08-18,13,23.633333333333336
08-18,14,24.2
08-18,15,23.46666666666667
08-18,16,23.266666666666666
08-18,17,22.23333333333333
08-18,18,20.4
08-18,19,17.966666666666665
08-18,20,16.7
08-18,21,16.5
08-18,22,16.166666666666668
08-18,23,15.9
08-19,0,15.466666666666669
08-19,1,15.633333333333333
08-19,2,15.300000000000002
08-19,3,15.266666666666666
08-19,4,15.7
08-19,5,17.5
08-19,6,19.133333333333333
08-19,7,20.566666666666663
08-19,8,21.9
08-19,9,22.33333333333333
08-19,10,23.133333333333336
08-19,11,23.066666666666663
08-19,12,22.6
08-19,13,22.03333333333333
08-19,14,22.7
08-19,15,22.7
08-19,16,22.33333333333333
08-19,17,21.3
08-19,18,19.866666666666664
08-19,19,18.5
08-19,20,17.533333333333335
08-19,21,17.166666666666668
08-19,22,16.833333333333332
08-19,23,16.766666666666666
08-20,0,16.933333333333334
08-20,1,16.6
08-20,2,15.966666666666669
08-20,3,15.5
08-20,4,14.866666666666667
08-20,5,16.633333333333333
08-20,6,18.866666666666667
08-20,7,20.133333333333333
08-20,8,21.5
08-20,9,22.666666666666668
08-20,10,23.6
08-20,11,23.3
08-20,12,23.633333333333336
08-20,13,22.53333333333333
08-20,14,21.83333333333333
08-20,15,21.73333333333333
08-20,16,21.3
08-20,17,20.466666666666665
08-20,18,18.73333333333333
08-20,19,16.8
08-20,20,15.966666666666669
08-20,21,14.933333333333332
08-20,22,14.5
08-20,23,13.4
08-21,0,13.366666666666667
08-21,1,13.5
08-21,2,13.133333333333333
08-21,3,13.166666666666666
08-21,4,13.0
08-21,5,15.166666666666666
08-21,6,17.833333333333332
08-21,7,19.1
08-21,8,20.066666666666663
08-21,9,21.03333333333333
08-21,10,21.5
08-21,11,21.5
08-21,12,22.9
08-21,13,22.1
08-21,14,21.933333333333334
08-21,15,21.566666666666663
08-21,16,21.2
08-21,17,20.23333333333333
08-21,18,18.566666666666663
08-21,19,16.23333333333333
